Date,Year,Season,Month,DayOff,COVID,Temp_mean,Temp_min,Temp_max,H2O,Wind,Pressure,Sunspots,F10.7,Sudden_Start,Kp_Sum,Ap_mean,K_Sum,Dst_mean,Dst_var,Dst_level,EMS_UA,EMS_AMI
2006-11-30,2006,Autumn,November,No,No,-12.4,-17.4,-8.2,1.4,3,NA,58,82.7,No,28.667,28,24,-47,59,Moderate,11,8
2006-12-01,2006,Winter,December,No,No,-20.9,-25.5,-15.6,0,6,NA,56,81.8,No,9.335,5,9,-25,18,Weak,9,7
2006-12-02,2006,Winter,December,Yes,No,-20.7,-24.4,-15.5,0,2,NA,53,81.8,No,4.001,2,2,-17,10,Weak,5,3
2006-12-03,2006,Winter,December,Yes,No,-13.9,-18.2,-9.9,0.7,2,NA,46,84.8,No,6.667,3,4,-15,11,Weak,12,4
2006-12-04,2006,Winter,December,No,No,-16.2,-20.7,-10.5,0,2,NA,39,84.6,No,0.666,0,0,-13,10,Quiet,10,5
2006-12-05,2006,Winter,December,No,No,-15.5,-17.7,-12.1,0,1,NA,46,93.6,No,6.3340000000000005,3,5,-4,19,Quiet,6,12
2006-12-06,2006,Winter,December,No,No,-14.9,-18.9,-11.1,0.2,1,NA,54,99.4,No,31.001,26,27,-32,51,Moderate,12,5
2006-12-07,2006,Winter,December,No,No,-14.4,-17.3,-10.4,0,1,NA,51,99.7,No,30,25,26,-35,21,Weak,19,7
2006-12-08,2006,Winter,December,No,No,-14.2,-17.4,-10.5,0,1,NA,28,92.9,No,29.333,24,25,-27,18,Weak,3,2
2006-12-09,2006,Winter,December,Yes,No,-8.1,-13.6,-2.4,0,1,NA,21,93.1,No,14.334,8,14,-23,23,Weak,9,3
2006-12-10,2006,Winter,December,Yes,No,-5.6,-8.6,-2.7,0,2,NA,23,89.6,No,24.334,16,21,-28,16,Weak,6,3
2006-12-11,2006,Winter,December,No,No,-11.2,-17.9,-4.6,0.2,3,NA,28,87.3,No,21.001,14,18,-27,20,Weak,8,6
2006-12-12,2006,Winter,December,No,No,-12.3,-19.9,-5.3,0.4,4,NA,28,89.4,No,30.666,27,25,-39,35,Moderate,10,6
2006-12-13,2006,Winter,December,No,No,-11.9,-14.9,-9.1,0,2,NA,26,98.9,No,13.333,8,10,-33,15,Weak,13,5
2006-12-14,2006,Winter,December,No,No,-8.9,-12,-5.6,0.3,1,NA,23,90.7,Yes,32.666,47,28,-27,62,Moderate,13,3
2006-12-15,2006,Winter,December,No,No,-17.3,-21.5,-6.1,1.2,5,NA,21,90.5,No,46.001,94,37,-116,90,Severe,13,6
2006-12-16,2006,Winter,December,Yes,No,-15.7,-21.6,-10.3,0,3,NA,20,84.4,Yes,18.999,12,17,-56,38,Moderate,9,4
2006-12-17,2006,Winter,December,Yes,No,-10.2,-12.9,-7.1,0,1,NA,15,79.7,No,11.333,6,10,-41,13,Weak,9,5
2006-12-18,2006,Winter,December,No,No,-6.6,-10.1,-1,0,2,NA,0,78.7,Yes,18,11,17,-31,30,Weak,9,1
2006-12-19,2006,Winter,December,No,No,-7.6,-12.8,-1.8,0,2,NA,0,72.3,No,21.998,13,21,-37,15,Weak,10,11
2006-12-20,2006,Winter,December,No,No,-4.8,-7.7,-2,0.3,3,NA,0,70.6,No,29.668,24,26,-40,20,Moderate,9,2
2006-12-21,2006,Winter,December,No,No,-8.4,-14.4,-1.4,0,2,NA,0,69.2,No,25.666,18,22,-41,13,Weak,16,6
2006-12-22,2006,Winter,December,No,No,-7.5,-11.8,-3,0.3,3,NA,0,70,No,26.333,18,23,-40,21,Moderate,9,1
2006-12-23,2006,Winter,December,Yes,No,-7.5,-14,-2.5,0,2,NA,0,70.8,No,24.333,16,19,-42,13,Weak,7,11
2006-12-24,2006,Winter,December,Yes,No,-6.2,-10.4,-4.1,2.8,4,NA,13,70.3,No,20.666,12,16,-35,20,Weak,6,7
2006-12-25,2006,Winter,December,No,No,-16.7,-20,-9.9,0,2,NA,16,71.1,No,15.332,8,14,-31,11,Weak,8,7
2006-12-26,2006,Winter,December,No,No,-20.9,-24.5,-17,0,2,NA,21,73.9,No,9.334,4,8,-28,11,Weak,7,4
2006-12-27,2006,Winter,December,No,No,-17.6,-22,-11.5,0,1,NA,20,72.5,No,4,2,2,-24,7,Weak,12,4
2006-12-28,2006,Winter,December,No,No,-16,-19.6,-12.1,0,2,NA,0,70.9,No,4.332,2,4,-18,13,Weak,9,2
2006-12-29,2006,Winter,December,No,No,-8.4,-15.3,-3.9,0,2,NA,0,73.8,No,4.333,2,3,-12,6,Quiet,10,6
2006-12-30,2006,Winter,December,Yes,No,-9.7,-13.6,-5.1,0,4,NA,16,75.8,No,5.333,3,5,-13,20,Weak,9,5
2006-12-31,2006,Winter,December,Yes,No,-12.8,-15.2,-7.6,0,4,NA,28,77.4,No,2.6660000000000004,2,4,-15,15,Weak,5,2
2007-01-01,2007,Winter,January,Yes,No,-8.5,-15.2,-3.1,0,2,NA,38,80.5,No,16.334,9,12,-3,19,Quiet,12,4
2007-01-02,2007,Winter,January,Yes,No,-9.3,-10.8,-3.1,0.2,3,NA,42,84.1,No,29,24,25,-23,17,Weak,7,3
2007-01-03,2007,Winter,January,Yes,No,-9.1,-10.4,-7.2,4,2,NA,44,87,No,27.667,20,25,-24,17,Weak,8,8
2007-01-04,2007,Winter,January,Yes,No,-12.1,-15.1,-9.6,2.6,5,NA,44,84.8,No,25.667,17,21,-24,18,Weak,11,3
2007-01-05,2007,Winter,January,Yes,No,-21.3,-24.9,-15,0,4,NA,49,86.4,No,18,9,15,-21,18,Weak,16,3
2007-01-06,2007,Winter,January,Yes,No,-16.5,-20,-11.9,0,1,NA,47,86.5,No,10.333,5,9,-16,11,Weak,12,2
2007-01-07,2007,Winter,January,Yes,No,-15.1,-19.7,-10.6,0,1,NA,42,84.4,No,1.666,1,3,-16,14,Weak,6,1
2007-01-08,2007,Winter,January,Yes,No,-14.4,-18.6,-11.4,0.2,1,NA,52,83.9,No,5.999,3,6,-9,13,Quiet,10,1
2007-01-09,2007,Winter,January,No,No,-10.5,-12.9,-6.9,1.3,1,NA,47,85.1,No,7,4,8,-6,28,Weak,16,4
2007-01-10,2007,Winter,January,No,No,-12.7,-16.5,-9,0.9,1,NA,42,89.1,No,12.666,6,13,-14,23,Weak,21,3
2007-01-11,2007,Winter,January,No,No,-13,-18,-8.3,0,1,NA,40,83.3,No,13.666,6,12,-14,20,Weak,21,4
2007-01-12,2007,Winter,January,No,No,-12.2,-15.1,-8.5,0,3,NA,28,81.2,No,4.665,3,6,-20,13,Weak,14,11
2007-01-13,2007,Winter,January,Yes,No,-14.8,-17,-11.3,0,2,NA,30,81,No,0,0,0,-13,13,Weak,16,4
2007-01-14,2007,Winter,January,Yes,No,-13.8,-20,-5.5,0,1,NA,19,78.7,No,6.333,3,6,-5,14,Quiet,8,4
2007-01-15,2007,Winter,January,No,No,-8.8,-12.5,-4.4,0,2,NA,19,79.4,No,22.334,16,18,-17,26,Weak,8,4
2007-01-16,2007,Winter,January,No,No,-7.4,-12.3,-2.4,0.7,2,NA,19,79.3,No,18.667,14,17,-16,23,Weak,15,6
2007-01-17,2007,Winter,January,No,No,-10.8,-15.1,-6.4,0,2,NA,16,76.1,No,30.333,25,26,-27,15,Weak,5,7
2007-01-18,2007,Winter,January,No,No,-10.7,-12.1,-9.5,0.5,1,NA,17,75.6,No,26.665,18,24,-26,12,Weak,10,4
2007-01-19,2007,Winter,January,No,No,-11.2,-13.3,-8.5,0.6,1,NA,24,74.4,No,21.333,13,17,-24,13,Weak,9,10
2007-01-20,2007,Winter,January,Yes,No,-15.5,-19.4,-11.1,0,2,NA,19,73.9,No,15.999,8,13,-19,13,Weak,8,6
2007-01-21,2007,Winter,January,Yes,No,-13.3,-15.5,-10.4,0,1,NA,19,76.3,No,15.667,8,14,-17,17,Weak,10,8
2007-01-22,2007,Winter,January,No,No,-15.9,-19.8,-11,0,2,NA,21,76.1,No,5.668,3,6,-12,14,Quiet,10,3
2007-01-23,2007,Winter,January,No,No,-12.9,-17,-8.5,0,2,NA,17,76,No,5.332,3,4,-11,13,Quiet,22,4
2007-01-24,2007,Winter,January,No,No,-14.9,-17.7,-9.6,0,4,NA,19,76.8,No,4,2,3,-7,16,Quiet,10,9
2007-01-25,2007,Winter,January,No,No,-15.8,-17.9,-11.6,0,4,NA,14,77.9,No,3.999,2,4,-4,12,Quiet,20,5
2007-01-26,2007,Winter,January,No,No,-15.8,-19,-10,0,3,NA,12,77.5,No,5.3340000000000005,3,3,-8,16,Quiet,17,6
2007-01-27,2007,Winter,January,Yes,No,-11.4,-16.9,-7.1,0,2,NA,12,77.3,No,7.001,4,4,-5,10,Quiet,7,2
2007-01-28,2007,Winter,January,Yes,No,-9.4,-12.1,-4.2,0.2,7,NA,14,78,No,9.333,5,7,-3,12,Quiet,10,10
2007-01-29,2007,Winter,January,No,No,-16.7,-24.2,-9.6,0,7,NA,31,79.3,No,29.999,28,29,-14,59,Weak,26,9
2007-01-30,2007,Winter,January,No,No,-13.6,-15.7,-11.1,2,3,NA,35,84.1,No,30,24,26,-33,24,Weak,29,7
2007-01-31,2007,Winter,January,No,No,-13.5,-16,-9.1,0,5,NA,35,84.9,No,27.332,20,23,-26,18,Weak,18,5
2007-02-01,2007,Winter,February,No,No,-9.4,-12.2,-4.5,0,5,NA,38,86.6,No,16.666,9,16,-23,15,Weak,14,9
2007-02-02,2007,Winter,February,No,No,-6.2,-11.8,1,0,5,NA,41,87.3,No,8.001,4,7,-18,12,Weak,29,8
2007-02-03,2007,Winter,February,Yes,No,-5.3,-8.7,-2.8,0.7,3,NA,36,87.7,No,4.668,2,2,-14,6,Quiet,12,6
2007-02-04,2007,Winter,February,Yes,No,-4.9,-10.2,-1.4,2.2,1,NA,29,84.8,No,3.666,2,4,-11,15,Quiet,13,2
2007-02-05,2007,Winter,February,No,No,-9.1,-15.5,-3.7,0.2,2,NA,27,81.3,No,12,6,11,-12,28,Weak,19,5
2007-02-06,2007,Winter,February,No,No,-8.9,-12.9,-2.5,0.7,3,NA,26,80.7,No,12.001,6,11,-19,20,Weak,18,5
2007-02-07,2007,Winter,February,No,No,-8.8,-12.6,-2.1,0,4,NA,26,79.6,No,21.667,13,19,-18,13,Weak,18,7
2007-02-08,2007,Winter,February,No,No,-9.2,-13.6,-3.8,2.3,3,NA,14,79.8,No,16.999,9,14,-19,15,Weak,11,4
2007-02-09,2007,Winter,February,No,No,-6.5,-14,0.2,0,2,NA,12,76.3,No,10.667,5,8,-18,13,Weak,13,6
2007-02-10,2007,Winter,February,Yes,No,-8.2,-15.2,-0.6,0,2,NA,12,74.6,No,8.333,4,3,-18,17,Weak,8,9
2007-02-11,2007,Winter,February,Yes,No,-8.4,-12.5,-2,0,1,NA,0,73.9,No,4.001,2,2,-20,15,Weak,15,1
2007-02-12,2007,Winter,February,No,No,-8.7,-11.1,-6.6,2.2,3,NA,0,72.8,No,13.999,8,11,-4,25,Quiet,14,8
2007-02-13,2007,Winter,February,No,No,-15,-22.5,-7.8,0.3,2,NA,0,71.8,No,25.333,21,20,-11,28,Weak,16,3
2007-02-14,2007,Winter,February,No,No,-13,-15.3,-9,0,5,NA,0,70.9,No,25.998,18,20,-28,21,Weak,17,8
2007-02-15,2007,Winter,February,No,No,-9.6,-13.4,-5.6,0,5,NA,0,70.9,No,21.333,13,17,-21,16,Weak,14,4
2007-02-16,2007,Winter,February,No,No,-13.8,-19.7,-8.8,0.8,3,NA,0,71.8,No,15.667,8,13,-18,15,Weak,12,7
2007-02-17,2007,Winter,February,Yes,No,-15.1,-19.5,-8.1,0,3,NA,14,72.9,No,17,9,15,-22,11,Weak,10,3
2007-02-18,2007,Winter,February,Yes,No,-15,-19.7,-9.5,0.5,3,NA,14,73.5,No,10.334,5,10,-16,13,Weak,5,3
2007-02-19,2007,Winter,February,No,No,-13.5,-19.3,-7.3,0,2,NA,34,74.1,No,5,3,4,-9,9,Quiet,17,4
2007-02-20,2007,Winter,February,No,No,-13.3,-18.9,-8,0.2,4,NA,29,73.2,No,3,2,1,-7,8,Quiet,17,9
2007-02-21,2007,Winter,February,No,No,-10.6,-12.8,-8.1,1.3,5,NA,17,73.1,No,1,1,1,-4,9,Quiet,16,9
2007-02-22,2007,Winter,February,No,No,-14.2,-19.9,-7.4,0,3,NA,27,73.2,No,4.334,2,5,-4,16,Quiet,16,7
2007-02-23,2007,Winter,February,Yes,No,-13.6,-21,-5.6,0.2,3,NA,26,73.9,No,5.001,3,2,-5,11,Quiet,11,8
2007-02-24,2007,Winter,February,Yes,No,-13,-16,-8.7,0,3,NA,14,73.6,No,3.665,2,1,-4,10,Quiet,6,4
2007-02-25,2007,Winter,February,Yes,No,-9.1,-11.5,-6.6,5.4,5,NA,14,73.9,No,6.001,3,6,-5,19,Quiet,11,1
2007-02-26,2007,Winter,February,No,No,-13.4,-20.6,-5.1,0,4,NA,26,75.1,No,9.667,6,6,-7,23,Quiet,19,8
2007-02-27,2007,Winter,February,No,No,-6.8,-11.3,-1,0,6,NA,26,73.9,No,17.333,12,17,-3,31,Quiet,11,3
2007-02-28,2007,Winter,February,No,No,-7.2,-8.9,-3,1.4,3,NA,14,73.4,No,28.667,22,27,-25,21,Weak,10,9
2007-03-01,2007,Spring,March,No,No,-11.8,-17.3,-6.5,0,4,NA,11,74.4,No,18.001,11,15,-22,16,Weak,21,5
2007-03-02,2007,Spring,March,No,No,-13.6,-19.3,-5.2,0,2,NA,11,73.4,No,8.666,4,8,-14,8,Quiet,13,7
2007-03-03,2007,Spring,March,Yes,No,-13.7,-17.9,-11.3,0,3,NA,11,74.2,No,2.6670000000000003,2,1,-7,10,Quiet,7,3
2007-03-04,2007,Spring,March,Yes,No,-18.4,-27.2,-8.1,0,3,NA,13,72,No,6.999,4,6,-4,15,Quiet,9,6
2007-03-05,2007,Spring,March,No,No,-16.8,-21.9,-9.1,0,2,NA,27,71.3,No,17.001,10,15,-6,19,Quiet,11,2
2007-03-06,2007,Spring,March,No,No,-10.8,-17.5,0.5,0,3,NA,22,70.8,No,24.001,18,18,-16,23,Weak,19,5
2007-03-07,2007,Spring,March,No,No,-8.2,-14,-2.1,0.7,2,NA,0,70.8,No,25.333,17,20,-24,13,Weak,10,5
2007-03-08,2007,Spring,March,Yes,No,-11,-13.3,-7,0.8,4,NA,0,71.8,No,8,4,6,-20,14,Weak,5,4
2007-03-09,2007,Spring,March,No,No,-13.1,-16.3,-9.4,1.1,5,NA,0,71.4,No,3.667,2,5,-15,10,Quiet,13,4
2007-03-10,2007,Spring,March,Yes,No,-10.2,-15,-4.5,0,2,NA,0,70.6,No,9.334,4,5,-12,10,Quiet,6,3
2007-03-11,2007,Spring,March,Yes,No,-5.5,-11.8,2.5,0,2,NA,14,70.2,No,14.333,8,15,-10,18,Quiet,13,5
2007-03-12,2007,Spring,March,No,No,-6.8,-11.1,-1.4,0.7,2,NA,13,70.1,No,19.667,12,17,-4,24,Quiet,13,7
2007-03-13,2007,Spring,March,No,No,-10.3,-18.9,-3.2,0,4,NA,0,70.3,No,29.666,24,24,-20,33,Weak,18,6
2007-03-14,2007,Spring,March,No,No,-10.3,-18.1,-2.1,0,2,NA,0,70.6,No,19.999,12,15,-15,14,Weak,21,2
2007-03-15,2007,Spring,March,No,No,-7.5,-13.6,1,0,2,NA,0,69.2,No,18.333,10,16,-9,18,Quiet,16,8
2007-03-16,2007,Spring,March,No,No,-5.9,-14.7,4.5,0,2,NA,0,68.5,No,18.334,12,13,-13,8,Quiet,8,1
2007-03-17,2007,Spring,March,Yes,No,-5.1,-11.4,1,0,3,NA,0,68,No,13.668,7,13,-11,10,Quiet,7,3
2007-03-18,2007,Spring,March,Yes,No,-3.3,-12.5,7.4,0,2,NA,0,68.6,No,6.3340000000000005,3,4,-7,12,Quiet,12,2
2007-03-19,2007,Spring,March,No,No,-1.8,-7,4.5,0,2,NA,0,69.8,No,3.666,2,4,-5,7,Quiet,18,4
2007-03-20,2007,Spring,March,No,No,-1.9,-8.4,8.4,0,3,NA,0,69.5,No,1.332,1,3,-4,7,Quiet,15,3
2007-03-21,2007,Spring,March,No,No,1.1,-5.7,9,0,3,NA,0,72,No,2,1,3,2,12,Quiet,17,6
2007-03-22,2007,Spring,March,No,No,2.8,-0.3,5.9,0,3,NA,0,72.3,No,5.666,3,4,1,9,Quiet,13,3
2007-03-23,2007,Spring,March,No,No,-0.2,-4.2,3.4,1.1,4,NA,13,72,No,16.998,10,16,-7,30,Weak,10,4
2007-03-24,2007,Spring,March,Yes,No,-0.6,-5.5,5.1,0,2,NA,13,72,No,24.001,18,21,-39,71,Moderate,18,2
2007-03-25,2007,Spring,March,Yes,No,-1,-4.7,3.5,4.7,3,NA,0,72.4,No,16.998,11,17,-19,46,Weak,10,4
2007-03-26,2007,Spring,March,No,No,-1.8,-6,1.8,0,4,NA,14,73.3,No,17.333000000000002,10,15,-17,16,Weak,17,5
2007-03-27,2007,Spring,March,No,No,-3.3,-6.7,1,0,3,NA,13,73.5,No,19,11,16,-17,21,Weak,16,7
2007-03-28,2007,Spring,March,No,No,-3.5,-9.4,4,0,3,NA,13,73,No,12.333,7,11,-16,14,Weak,12,5
2007-03-29,2007,Spring,March,No,No,-4.7,-10.4,1.2,0,3,NA,13,74.3,No,4.666,3,4,-10,18,Quiet,19,5
2007-03-30,2007,Spring,March,No,No,-2,-3.8,0.5,1.6,6,NA,11,73.6,No,9,4,8,-7,25,Weak,12,3
2007-03-31,2007,Spring,March,Yes,No,-4.8,-12,2.2,0,4,NA,11,73.9,No,6.667,3,7,1,23,Quiet,11,5
2007-04-01,2007,Spring,April,Yes,No,-0.8,-5.2,4.1,0,4,NA,16,73.1,No,32.666,29,29,-31,82,Moderate,9,4
2007-04-02,2007,Spring,April,No,No,1.7,-7.1,11.3,0,2,NA,0,71.6,No,28.332,22,24,-31,25,Weak,13,4
2007-04-03,2007,Spring,April,No,No,2.7,-1.5,8.6,0,3,NA,0,71.1,No,19.667,11,17,-21,17,Weak,22,7
2007-04-04,2007,Spring,April,No,No,4.4,-0.2,11,0,3,NA,0,70.8,No,16.667,9,16,-23,19,Weak,15,6
2007-04-05,2007,Spring,April,No,No,5.1,1.1,11,0,2,NA,0,70.8,No,6.999,4,7,-16,11,Weak,20,5
2007-04-06,2007,Spring,April,No,No,4.9,-1.9,11.2,0,3,NA,0,71,No,7.333,4,4,-14,11,Quiet,12,4
2007-04-07,2007,Spring,April,Yes,No,4.7,-1.4,11.9,0,2,NA,0,71.1,No,5,3,3,-10,15,Quiet,10,5
2007-04-08,2007,Spring,April,Yes,No,4.3,-1.7,12.6,0,3,NA,0,71.4,No,5.001,3,7,1,38,Quiet,11,5
2007-04-09,2007,Spring,April,No,No,6.2,-1.7,15.9,0,3,NA,0,71.3,No,16,10,16,4,51,Quiet,23,10
2007-04-10,2007,Spring,April,No,No,5.8,-1.2,13.8,0,2,NA,0,70.2,No,13.667,7,11,0,12,Quiet,19,6
2007-04-11,2007,Spring,April,No,No,6.5,1.6,11.5,0,2,NA,0,69.7,No,6.9990000000000006,4,7,-1,19,Quiet,7,7
2007-04-12,2007,Spring,April,No,No,5.2,-0.3,10.5,0,4,NA,0,69.5,No,17.334,10,17,-12,28,Weak,14,8
2007-04-13,2007,Spring,April,No,No,4.3,-3.7,12.5,0,3,NA,0,68.6,No,1.666,1,2,-11,12,Quiet,13,9
2007-04-14,2007,Spring,April,Yes,No,1.5,-1.4,5.4,6.3,5,NA,0,68.6,No,7.667,4,11,-2,11,Quiet,9,1
2007-04-15,2007,Spring,April,Yes,No,2.1,-5.9,9.8,0,5,NA,0,68.6,No,8.999,4,9,-11,15,Weak,9,1
2007-04-16,2007,Spring,April,No,No,5.1,-2.5,13.5,0,2,NA,0,69.8,No,0.333,0,0,-4,11,Quiet,14,8
2007-04-17,2007,Spring,April,No,No,5.2,1.8,10.2,2.3,3,NA,11,69.8,No,16.001,9,16,-12,48,Weak,14,6
2007-04-18,2007,Spring,April,No,No,5.3,1.1,10.2,0.4,5,NA,0,69.8,No,15.999,9,10,-15,23,Weak,8,4
2007-04-19,2007,Spring,April,No,No,3.6,1.4,7.2,3.3,4,NA,0,69.3,No,10,5,7,-11,20,Weak,19,7
2007-04-20,2007,Spring,April,No,No,3.9,-2.7,10.2,0,6,NA,0,68.9,No,5.332,3,3,-2,15,Quiet,17,2
2007-04-21,2007,Spring,April,Yes,No,6,1.4,11,0,6,NA,0,69.1,No,2.666,2,2,2,19,Quiet,12,3
2007-04-22,2007,Spring,April,Yes,No,7.6,0.3,14.1,0,5,NA,0,69.4,No,18,9,18,3,18,Quiet,5,3
2007-04-23,2007,Spring,April,No,No,8.4,-1.1,18,0,3,NA,0,69.7,No,17.332,16,17,-18,30,Weak,17,7
2007-04-24,2007,Spring,April,No,No,10.6,0.4,18.9,0,4,NA,0,69.8,No,8.001,4,11,-4,23,Quiet,17,0
2007-04-25,2007,Spring,April,No,No,10.9,6.9,16.2,0,5,NA,13,74,No,10.334,5,10,-5,14,Quiet,19,3
2007-04-26,2007,Spring,April,No,No,7.9,1.8,14.7,0,5,NA,16,77.4,No,12.334,6,11,-3,29,Quiet,23,6
2007-04-27,2007,Spring,April,No,No,12.7,2.9,23.3,0,4,NA,18,81.5,No,21.334,16,20,-6,34,Weak,10,8
2007-04-28,2007,Spring,April,No,No,15.4,4.2,26.7,0,3,NA,23,83.8,No,32.334,28,28,-28,24,Weak,16,6
2007-04-29,2007,Spring,April,Yes,No,9.8,5.4,21.3,2.3,6,NA,32,86.1,No,27.333,21,24,-22,15,Weak,7,3
2007-04-30,2007,Spring,April,Yes,No,10.6,4,20,0,4,NA,34,86,No,20.999,15,16,-28,29,Weak,12,4
2007-05-01,2007,Spring,May,Yes,No,12.4,4.3,20.6,0,2,NA,33,88.2,No,13.667,7,10,-20,13,Weak,15,4
2007-05-02,2007,Spring,May,No,No,13,3.4,20.4,0,3,NA,33,87.6,No,3.666,2,2,-16,12,Quiet,23,3
2007-05-03,2007,Spring,May,No,No,12.4,4.7,18.6,0,4,NA,20,88.8,No,7.667,4,10,-10,9,Quiet,13,6
2007-05-04,2007,Spring,May,No,No,14.4,4.8,23,0,4,NA,18,84.4,No,4.333,2,2,-6,7,Quiet,16,10
2007-05-05,2007,Spring,May,Yes,No,16.6,7.8,27.6,0,3,NA,17,83.9,No,3.0010000000000003,2,1,-5,8,Quiet,7,5
2007-05-06,2007,Spring,May,Yes,No,9,5.3,19.2,0,8,NA,15,82.4,No,1.666,1,0,4,20,Quiet,11,6
2007-05-07,2007,Spring,May,No,No,9.2,1.2,17.9,0,4,NA,13,79.4,Yes,21.333,16,21,-3,66,Weak,17,5
2007-05-08,2007,Spring,May,No,No,11.1,1.4,19.5,0,3,NA,15,77.1,No,22.332,14,21,-13,17,Weak,21,6
2007-05-09,2007,Spring,May,Yes,No,11.4,6.4,17.4,0,3,NA,18,74.7,No,10.332,5,11,-9,11,Quiet,5,4
2007-05-10,2007,Spring,May,No,No,9.9,4.2,14.8,0,4,NA,20,73.5,No,5.666,3,6,-7,10,Quiet,17,7
2007-05-11,2007,Spring,May,No,No,8.9,2,14.5,0,6,NA,23,72.6,No,4.333,2,5,-2,13,Quiet,17,5
2007-05-12,2007,Spring,May,Yes,No,11,3.9,19.7,0,3,NA,22,72.9,No,3.999,2,5,1,11,Quiet,18,2
2007-05-13,2007,Spring,May,Yes,No,13.6,5.9,21.6,0,3,NA,18,72.9,No,3.666,2,8,-1,11,Quiet,13,4
2007-05-14,2007,Spring,May,No,No,12.2,7.6,17.8,2.1,5,NA,30,75,No,4.665,3,7,4,14,Quiet,17,5
2007-05-15,2007,Spring,May,No,No,12.3,7.9,18.5,1.3,4,NA,30,74.4,No,8.666,4,7,3,20,Quiet,21,9
2007-05-16,2007,Spring,May,No,No,9.8,5.9,15.8,8.7,5,NA,32,78.5,No,5.667,3,6,2,12,Quiet,18,4
2007-05-17,2007,Spring,May,No,No,12.1,1.8,21.7,0,4,NA,40,78.9,No,9.001,5,7,-5,28,Weak,28,5
2007-05-18,2007,Spring,May,No,No,10.4,6,18.5,0.9,4,NA,42,78.3,No,24,16,22,-1,38,Weak,13,7
2007-05-19,2007,Spring,May,Yes,No,11.1,5,17.3,0,4,NA,37,77.6,No,21,12,19,-3,12,Quiet,11,3
2007-05-20,2007,Spring,May,Yes,No,12.8,6.1,22.4,0.3,3,NA,23,76.6,No,12.666,6,11,-5,13,Quiet,12,0
2007-05-21,2007,Spring,May,No,No,12.9,7.4,21.8,0.3,3,NA,18,75.9,No,9.666,5,8,4,27,Quiet,20,11
2007-05-22,2007,Spring,May,No,No,7.1,5.5,15.6,24.7,5,NA,15,75,No,18.999,13,19,6,49,Weak,20,6
2007-05-23,2007,Spring,May,No,No,9.5,5.3,15.6,12.9,5,NA,23,73.7,No,33.666,34,28,-31,49,Moderate,18,8
2007-05-24,2007,Spring,May,No,No,11,7.6,15.7,0,7,NA,15,71.9,No,32,30,26,-31,29,Weak,20,4
2007-05-25,2007,Spring,May,No,No,12.4,1.8,24,0,6,NA,0,71.7,No,22.333,14,20,-27,15,Weak,12,3
2007-05-26,2007,Spring,May,Yes,No,11.5,8.3,16.2,15.2,5,NA,0,69.9,No,22.333,13,22,-24,20,Weak,8,2
2007-05-27,2007,Spring,May,Yes,No,13,3.2,21.1,0,5,NA,0,69.5,No,19.333,10,18,-17,10,Weak,11,8
2007-05-28,2007,Spring,May,No,No,14.7,7.4,21.6,0,3,NA,0,68.8,No,8,4,10,-19,10,Weak,9,6
2007-05-29,2007,Spring,May,No,No,12.4,9.4,16.1,0,5,NA,12,70.5,No,7.667,4,6,-9,7,Quiet,16,5
2007-05-30,2007,Spring,May,No,No,13.6,6.9,20.5,0,3,NA,12,71.5,No,5.667,3,5,-7,10,Quiet,12,5
2007-05-31,2007,Spring,May,No,No,11.7,6.9,18.9,0.8,4,NA,12,72.6,No,5.9990000000000006,3,5,-1,12,Quiet,12,7
2007-06-01,2007,Summer,June,No,No,8.1,4.7,14.1,1.8,6,NA,34,76.7,No,13.001,6,15,-1,20,Quiet,19,9
2007-06-02,2007,Summer,June,Yes,No,7.5,4.4,10.6,9.9,3,NA,44,81.6,No,12.334,6,16,10,20,Quiet,12,3
2007-06-03,2007,Summer,June,Yes,No,10.9,1.1,20.2,0,5,NA,55,85.6,No,17.001,10,16,0,18,Quiet,16,4
2007-06-04,2007,Summer,June,No,No,17.7,9.2,27.3,0,2,NA,60,89.5,No,15.001,8,15,-4,15,Quiet,16,3
2007-06-05,2007,Summer,June,No,No,19.2,11.1,28.3,0,4,NA,62,88.2,No,3.666,2,6,-5,14,Quiet,11,5
2007-06-06,2007,Summer,June,No,No,15.2,11.2,24.3,0.7,4,NA,58,83.6,No,3.3320000000000003,2,5,-2,11,Quiet,12,2
2007-06-07,2007,Summer,June,No,No,13.6,6.4,20.7,2.2,6,NA,66,87.1,No,4.3340000000000005,3,6,3,17,Quiet,7,6
2007-06-08,2007,Summer,June,No,No,15.1,10.3,23.1,0,3,NA,60,88.1,No,15.001,7,17,-2,35,Weak,9,3
2007-06-09,2007,Summer,June,No,No,16,9.3,25.6,1.6,3,NA,21,86.8,No,12.666,6,14,-12,14,Quiet,8,7
2007-06-10,2007,Summer,June,Yes,No,8.9,6.4,14.5,5.5,5,NA,16,81,No,12.668,7,13,-8,15,Quiet,10,2
2007-06-11,2007,Summer,June,Yes,No,14.7,9.5,20.8,0,5,NA,16,78.2,No,4.666,3,4,-12,9,Quiet,13,2
2007-06-12,2007,Summer,June,Yes,No,16.6,7.9,25.2,0,3,NA,14,75.6,No,3.666,2,7,-9,5,Quiet,11,2
2007-06-13,2007,Summer,June,No,No,17.4,12.1,24,0.3,6,NA,14,72.6,No,11,6,13,-1,19,Quiet,14,7
