Date,Year,Season,Month,DayOff,COVID,Temp_mean,Temp_min,Temp_max,H2O,Wind,Pressure,Sunspots,F10.7,Sudden_Start,Kp_Sum,Ap_mean,K_Sum,Dst_mean,Dst_var,Dst_level,EMS_UA,EMS_AMI
2018-09-28,2018,Autumn,September,No,No,6.1,3.9,8.5,0.3,7,724.25,0,69.4,No,12.334,7,11,-9,26,Weak,11,4
2018-09-29,2018,Autumn,September,Yes,No,7.7,4.2,13.5,0,2,729.15,0,68.9,Yes,17.333,9,18,-17,23,Weak,4,2
2018-09-30,2018,Autumn,September,Yes,No,8.5,0.4,18.8,0,2,729.05,15,68.5,No,9.333,5,12,-12,10,Quiet,6,0
2018-10-01,2018,Autumn,October,No,No,10.2,1.7,19.9,0,2,724.75,17,70.3,No,14.666,8,14,-9,9,Quiet,12,3
2018-10-02,2018,Autumn,October,No,No,12.6,3.3,24.4,0,2,718.2,14,67.1,No,12.667,7,10,-11,15,Quiet,14,10
2018-10-03,2018,Autumn,October,No,No,8.8,3,16.2,0,8,717.1,12,68.4,No,9.001000000000001,4,7,-3,26,Quiet,10,6
2018-10-04,2018,Autumn,October,No,No,0.7,-0.1,3,21.5,8,726.15,11,67.2,No,7.332,4,9,-5,14,Quiet,11,0
2018-10-05,2018,Autumn,October,No,No,2.6,0.4,4.9,4.6,8,728,0,68.7,No,16.001,8,12,-6,18,Quiet,8,3
2018-10-06,2018,Autumn,October,Yes,No,4.1,3.4,4.8,0.7,6,727.9,0,68.6,No,7,4,7,-3,12,Quiet,7,5
2018-10-07,2018,Autumn,October,Yes,No,4.4,1.4,8.1,0,5,729.45,0,69.4,No,23.333,24,20,-16,72,Moderate,10,3
2018-10-08,2018,Autumn,October,No,No,3,-2.5,8.4,0,2,729.8,0,68.7,No,25.667,19,22,-36,20,Weak,15,1
2018-10-09,2018,Autumn,October,No,No,1.9,-5,10.6,0,2,730.7,0,69.3,No,24.668,16,24,-29,22,Weak,9,7
2018-10-10,2018,Autumn,October,No,No,6,-1,15,0,4,724.7,0,69.6,No,21.667,15,21,-30,19,Weak,14,5
2018-10-11,2018,Autumn,October,No,No,8.7,2.8,15.9,0,3,721.05,5,70.6,No,17.334,9,17,-29,27,Weak,13,4
2018-10-12,2018,Autumn,October,No,No,6.6,4.2,11.1,1,2,726,13,71.3,No,10.333,5,10,-22,14,Weak,14,3
2018-10-13,2018,Autumn,October,Yes,No,4.8,-1.9,12.4,0,3,724.2,26,72.1,Yes,18.332,13,16,-18,40,Weak,2,1
2018-10-14,2018,Autumn,October,Yes,No,5.7,-0.7,13.7,0,4,722.85,23,71.1,No,11,5,10,-19,28,Weak,8,6
2018-10-15,2018,Autumn,October,No,No,5.2,-1.1,13.9,0,2,724.6,17,69.6,No,18.335,10,17,-18,10,Weak,12,3
2018-10-16,2018,Autumn,October,No,No,4.7,-1.6,12.9,0,3,726.3,0,69.3,No,9.668,5,8,-12,9,Quiet,12,9
2018-10-17,2018,Autumn,October,No,No,7.9,4.4,13.1,0,4,722.7,11,69.6,No,4,2,3,-12,9,Quiet,3,4
2018-10-18,2018,Autumn,October,No,No,6.1,-0.4,16.5,0,2,722.15,0,69,No,0.666,0,1,-6,5,Quiet,16,5
2018-10-19,2018,Autumn,October,No,No,4.9,1.5,8.9,0,2,721.65,0,69,No,2.3320000000000003,2,1,-6,9,Quiet,4,7
2018-10-20,2018,Autumn,October,Yes,No,3.5,1.8,5.4,0.9,3,720.6,0,69.8,No,0.999,1,2,-3,9,Quiet,10,3
2018-10-21,2018,Autumn,October,Yes,No,1.6,-1,4.6,0,3,722.9,4,70.4,No,8.333,4,9,-1,23,Quiet,11,2
2018-10-22,2018,Autumn,October,No,No,1.6,-3.5,8.4,0,2,719.35,0,70.2,No,10.335,5,9,-11,18,Quiet,13,5
2018-10-23,2018,Autumn,October,No,No,3.5,-1.3,8.8,0,4,716.1,0,70.9,No,4.666,3,3,-7,16,Quiet,9,4
2018-10-24,2018,Autumn,October,No,No,0.2,-1.8,2.5,5.3,3,723.6,0,68.9,No,5.665,3,4,-4,11,Quiet,14,2
2018-10-25,2018,Autumn,October,No,No,-1.4,-4.1,2,0,2,727.85,0,68.6,No,11.333,5,13,-5,13,Quiet,14,3
2018-10-26,2018,Autumn,October,No,No,2.2,-0.8,6.5,2.8,3,727.45,0,68.3,No,12.333,6,10,-3,24,Quiet,11,7
2018-10-27,2018,Autumn,October,Yes,No,5.7,3.8,10.1,0,3,727.9,0,68.5,No,5.667,3,4,-9,10,Quiet,9,2
2018-10-28,2018,Autumn,October,Yes,No,3,-3.3,12.2,0,2,726.7,0,67.4,No,5.3340000000000005,3,4,-5,11,Quiet,5,1
2018-10-29,2018,Autumn,October,No,No,6.2,1.5,13.1,0,3,723.15,0,67.9,No,1.332,1,2,3,13,Quiet,14,0
2018-10-30,2018,Autumn,October,No,No,4.2,0.9,7.8,0,2,726.45,0,66.1,No,6.667,3,4,2,8,Quiet,12,4
2018-10-31,2018,Autumn,October,No,No,4.9,-0.2,12,0,3,719.1,0,67.1,No,7,3,7,3,8,Quiet,11,2
2018-11-01,2018,Autumn,November,No,No,0.6,-2.4,5.2,0,7,721.2,0,65.8,No,9.333,4,8,1,14,Quiet,13,5
2018-11-02,2018,Autumn,November,No,No,-5.3,-7.6,-2.4,1,4,733.65,0,66.5,No,7.333,4,5,4,10,Quiet,15,2
2018-11-03,2018,Autumn,November,Yes,No,-7.7,-13.7,-0.1,0,3,730.15,0,66.3,No,6.665,3,5,1,9,Quiet,9,3
2018-11-04,2018,Autumn,November,Yes,No,-6,-10.1,-1.1,0,2,726.45,0,65.5,No,16.668,16,16,-6,54,Weak,8,0
2018-11-05,2018,Autumn,November,Yes,No,-6.4,-10.8,-1.3,0,2,727.6,0,67.2,No,32.333,32,26,-41,43,Moderate,11,1
2018-11-06,2018,Autumn,November,No,No,-3,-9.4,4.8,0,2,721.15,0,67.6,No,13,7,12,-27,22,Weak,17,5
2018-11-07,2018,Autumn,November,No,No,-1.9,-6.1,2.2,0,3,721.6,0,67.5,No,16.666,9,11,-22,17,Weak,10,3
2018-11-08,2018,Autumn,November,No,No,-2.8,-8.3,4.3,0,3,717.65,5,68.2,No,17.333,11,14,-20,13,Weak,7,4
2018-11-09,2018,Autumn,November,No,No,0,-6.3,6.1,0,4,717.2,11,67.6,No,16.333,11,15,-24,33,Weak,14,5
2018-11-10,2018,Autumn,November,Yes,No,-0.5,-3.7,1.3,0,3,719.3,3,67.6,No,20.333,13,19,-21,19,Weak,11,0
2018-11-11,2018,Autumn,November,Yes,No,-5.5,-7.5,-1.8,0,4,722,0,68,No,13.667,7,12,-16,15,Weak,6,0
2018-11-12,2018,Autumn,November,No,No,-11.5,-14.1,-5.4,6.6,5,726.95,15,66.8,No,17.333000000000002,9,15,-20,22,Weak,11,2
2018-11-13,2018,Autumn,November,No,No,-14.9,-17.3,-11.5,1.6,2,729.65,11,65.6,No,5.333,3,5,-16,8,Quiet,12,7
2018-11-14,2018,Autumn,November,No,No,-16.7,-21.6,-9.3,0,2,732.1,11,66.5,No,5.333,3,8,-6,11,Quiet,7,1
2018-11-15,2018,Autumn,November,No,No,-11.1,-17.5,-2.8,0,2,728.35,13,66.9,No,2,1,3,-7,9,Quiet,14,2
2018-11-16,2018,Autumn,November,No,No,-6.9,-10.3,-2.5,0,2,724.3,15,69.5,No,1.333,1,3,-3,6,Quiet,11,2
2018-11-17,2018,Autumn,November,Yes,No,-10.4,-14.5,-5.3,0.8,2,730.1,15,71.7,No,1.3330000000000002,1,2,-6,10,Quiet,11,3
2018-11-18,2018,Autumn,November,Yes,No,-18.2,-22.2,-14.2,0,2,726.1,14,70.6,No,4,2,6,-2,18,Quiet,11,0
2018-11-19,2018,Autumn,November,No,No,-19.3,-24.3,-13,0,2,727.75,12,69.5,No,8.666,4,5,-2,23,Quiet,17,7
2018-11-20,2018,Autumn,November,No,No,-13.4,-17.8,-8.5,0.9,2,727.8,0,68.8,No,9.667,6,8,-3,18,Quiet,14,4
2018-11-21,2018,Autumn,November,No,No,-11.6,-15.5,-6.3,0,2,726.55,0,67.1,No,8,4,9,-4,21,Quiet,10,8
2018-11-22,2018,Autumn,November,No,No,-8.8,-12.5,-2.8,0,2,722.35,0,67.5,No,2.999,2,4,-6,12,Quiet,6,7
2018-11-23,2018,Autumn,November,No,No,-9.3,-11.7,-6.3,0,2,719.2,0,67.5,No,3.667,2,4,2,7,Quiet,15,9
2018-11-24,2018,Autumn,November,Yes,No,-5.8,-10.3,1.6,0,3,719.55,9,68.2,No,5.333,3,9,4,12,Quiet,9,3
2018-11-25,2018,Autumn,November,Yes,No,-0.5,-4,3.4,3.7,6,707.55,11,67.8,No,4.668,3,6,-2,21,Quiet,4,2
2018-11-26,2018,Autumn,November,No,No,-8.3,-11.9,-3.3,0,3,724.25,3,66.8,No,2.6670000000000003,2,0,-2,6,Quiet,14,2
2018-11-27,2018,Autumn,November,No,No,-16.2,-20,-11.9,0,2,725.25,0,66.6,No,10.334,5,11,4,15,Quiet,8,5
2018-11-28,2018,Autumn,November,No,No,-15.8,-20.8,-9.3,0,2,724.6,0,65.7,No,3.667,2,3,-3,7,Quiet,10,1
2018-11-29,2018,Autumn,November,No,No,-8.6,-13.9,-5.2,0.6,3,721.65,0,66,No,3.999,2,2,-3,8,Quiet,11,1
2018-11-30,2018,Autumn,November,No,No,-6.9,-12.3,-1.2,0,6,717,0,66.1,No,2.999,2,5,-1,8,Quiet,9,3
2018-12-01,2018,Winter,December,Yes,No,-2.9,-10.1,0.2,3,8,709.9,0,67.4,No,11.334,6,12,4,23,Quiet,12,3
2018-12-02,2018,Winter,December,Yes,No,-14.4,-16.9,-9.9,0.4,5,727.65,0,67,No,19.001,11,17,-9,18,Quiet,2,6
2018-12-03,2018,Winter,December,No,No,-19.4,-20.9,-16.8,0.7,2,732.7,0,66.4,No,16.333,8,15,-9,24,Quiet,15,4
2018-12-04,2018,Winter,December,No,No,-24.6,-27.8,-20.9,0,4,730.25,0,66.8,No,15,8,13,-10,19,Quiet,15,4
2018-12-05,2018,Winter,December,No,No,-26.8,-29.3,-22.5,0,4,742.7,17,68.8,No,9,4,3,-8,11,Quiet,12,3
2018-12-06,2018,Winter,December,No,No,-27.8,-31.1,-23.9,0.7,2,743.35,21,67.7,No,9.668,5,8,-12,19,Quiet,14,6
2018-12-07,2018,Winter,December,No,No,-26.8,-31.4,-22.7,0,2,739.5,18,68.1,No,17.999000000000002,9,16,-7,33,Weak,8,1
2018-12-08,2018,Winter,December,Yes,No,-26.5,-30.2,-21.4,0,2,729.4,5,68.4,No,19,10,16,-14,16,Weak,5,4
2018-12-09,2018,Winter,December,Yes,No,-20.5,-22.2,-17.6,0,2,735.75,0,69.5,No,15.333,9,15,-6,19,Quiet,10,4
2018-12-10,2018,Winter,December,No,No,-23.1,-26.6,-17.1,0,1,735.15,0,68.8,No,17.666,10,17,-13,11,Quiet,12,3
2018-12-11,2018,Winter,December,No,No,-18.6,-22.5,-12.9,1.7,1,728.95,13,68.9,No,14.667,8,12,-15,10,Quiet,12,1
2018-12-12,2018,Winter,December,No,No,-12.4,-15,-10.2,0.9,2,732.9,0,68.6,No,7.669,4,5,-12,8,Quiet,8,3
2018-12-13,2018,Winter,December,No,No,-11.5,-15.9,-6.3,0,3,727.2,0,68,No,2.333,1,3,-8,11,Quiet,12,3
2018-12-14,2018,Winter,December,No,No,-12.5,-14.6,-8.1,0,2,725.55,11,68.6,No,2.333,2,1,-5,12,Quiet,9,3
2018-12-15,2018,Winter,December,Yes,No,-13.7,-16.9,-9.6,0,2,722.1,12,68.9,No,1.665,1,2,-4,5,Quiet,6,1
2018-12-16,2018,Winter,December,Yes,No,-8.9,-13.1,-4.9,1,2,721.4,0,67.6,No,2.999,2,4,-1,9,Quiet,10,3
2018-12-17,2018,Winter,December,No,No,-7.5,-10.1,-5.3,1.6,2,722.1,0,67.9,No,10,5,10,5,31,Quiet,15,5
2018-12-18,2018,Winter,December,No,No,-8.6,-12.2,-4,0.5,2,721.05,0,68.1,No,12.668,6,10,-11,21,Quiet,13,2
2018-12-19,2018,Winter,December,No,No,-8.9,-11.7,-4.2,0,2,718.65,0,68,No,11,5,10,-8,15,Quiet,14,3
2018-12-20,2018,Winter,December,No,No,-14.5,-18.5,-9.8,0,2,715.85,0,67.6,No,18.668,11,16,-9,12,Quiet,8,3
2018-12-21,2018,Winter,December,No,No,-14.3,-18.8,-10.7,1.9,4,727.65,0,68.8,No,8.667,4,4,-12,13,Quiet,14,6
2018-12-22,2018,Winter,December,Yes,No,-19.9,-25.7,-12.8,0,2,726.45,0,68.7,No,3,2,4,-8,16,Quiet,5,2
2018-12-23,2018,Winter,December,Yes,No,-16.4,-20.3,-10.7,0,4,720.4,0,68,No,2.3320000000000003,2,2,-3,11,Quiet,7,7
2018-12-24,2018,Winter,December,No,No,-20.4,-24.8,-14.4,1,5,730.55,0,67.2,No,4.001,2,6,0,13,Quiet,7,2
2018-12-25,2018,Winter,December,No,No,-25.1,-27.7,-24.1,1.1,2,737.95,0,67.3,No,6.334,3,6,-4,13,Quiet,7,6
2018-12-26,2018,Winter,December,No,No,-33.3,-37,-27.7,0,2,744.95,0,66.5,No,2.666,2,3,-5,10,Quiet,5,4
2018-12-27,2018,Winter,December,No,No,-32,-35.4,-26.5,0,1,744.45,0,66.2,No,6.333,3,3,4,23,Quiet,11,8
2018-12-28,2018,Winter,December,No,No,-21.4,-26.7,-18.2,1.1,2,742.55,0,67,No,28.666,22,26,-15,22,Weak,13,7
2018-12-29,2018,Winter,December,No,No,-25.1,-28.4,-21.1,0,1,741,0,66.7,No,18,9,17,-17,21,Weak,4,3
2018-12-30,2018,Winter,December,Yes,No,-26.5,-29.9,-23.3,0,1,739.85,0,67.1,No,18,9,14,-12,24,Weak,5,3
2018-12-31,2018,Winter,December,Yes,No,-22.6,-27.8,-15,0,1,737.95,0,67,No,13,7,8,-11,15,Weak,5,3
2019-01-01,2019,Winter,January,Yes,No,-19.2,-24.9,-10.3,0,3,733.75,12,69.5,No,9.667,5,6,-12,18,Weak,4,3
2019-01-02,2019,Winter,January,Yes,No,-20.8,-23.5,-14.6,0,2,732.55,15,72.7,No,0.666,0,1,-9,11,Quiet,5,0
2019-01-03,2019,Winter,January,Yes,No,-24.6,-28.4,-20.2,0.3,1,735,15,70.2,No,1.999,1,1,-4,17,Quiet,9,5
2019-01-04,2019,Winter,January,Yes,No,-24.7,-28.9,-18.7,0.2,2,736.8,13,69.1,No,15.333,9,16,-1,19,Quiet,15,6
2019-01-05,2019,Winter,January,Yes,No,-20.5,-25.4,-12,0,2,728.5,11,68.8,No,22.666,16,20,-16,15,Weak,3,3
2019-01-06,2019,Winter,January,Yes,No,-21.4,-26.8,-16.6,0,1,733.7,0,69.6,No,18.001,9,15,-13,11,Quiet,2,1
2019-01-07,2019,Winter,January,Yes,No,-18.6,-24,-12.7,0.3,4,734.45,0,69.1,No,12,6,13,-9,17,Quiet,12,3
2019-01-08,2019,Winter,January,Yes,No,-10.4,-14.6,-6.2,0,3,719.15,0,69,No,11.332,6,12,-4,7,Quiet,11,1
2019-01-09,2019,Winter,January,No,No,-13,-17.4,-9,0,2,720.2,0,69.2,No,7.667,4,7,-3,7,Quiet,11,6
2019-01-10,2019,Winter,January,No,No,-13.8,-19.3,-8.6,0,2,719.45,0,67.8,No,6,3,5,-1,16,Quiet,18,3
2019-01-11,2019,Winter,January,No,No,-14.6,-18.2,-10.5,0.3,5,720.55,0,65.9,No,10.998,6,11,-3,12,Quiet,16,5
2019-01-12,2019,Winter,January,Yes,No,-15.8,-22.8,-10.8,0.2,2,727.15,0,67.3,No,3.333,2,4,-7,11,Quiet,6,3
2019-01-13,2019,Winter,January,Yes,No,-15.4,-17.8,-12.2,0.2,4,732.95,0,66.6,No,4.3340000000000005,2,2,1,26,Quiet,11,1
2019-01-14,2019,Winter,January,No,No,-22,-28.7,-17,0,2,739.85,0,67.8,No,13.668,6,14,6,20,Quiet,20,6
2019-01-15,2019,Winter,January,No,No,-16.1,-20.7,-9.4,0,1,728.35,0,67.3,No,9.334,5,9,1,13,Quiet,12,7
2019-01-16,2019,Winter,January,No,No,-17,-19.9,-13.3,0,2,721.8,0,67.5,No,10,5,11,-7,27,Weak,16,4
2019-01-17,2019,Winter,January,No,No,-17.2,-21.1,-11.8,0,1,726.15,0,66.4,No,13.334,6,14,-11,21,Quiet,9,6
2019-01-18,2019,Winter,January,No,No,-12.8,-17.5,-6.6,0.5,1,731.95,0,66.6,No,10.334,5,11,-8,15,Quiet,13,9
2019-01-19,2019,Winter,January,Yes,No,-9.1,-12.8,-4.9,0.7,2,731.5,0,67.4,No,7.334,4,9,-8,19,Quiet,8,1
2019-01-20,2019,Winter,January,Yes,No,-11.9,-17.1,-6.5,0,2,725.55,0,67,No,6.335,3,5,-3,11,Quiet,8,2
2019-01-21,2019,Winter,January,No,No,-9.6,-15.8,-2.4,0,2,722.2,10,67.7,No,5.666,3,5,1,18,Quiet,14,3
2019-01-22,2019,Winter,January,No,No,-11,-14.6,-6.1,0,1,723.6,16,68.5,No,5.333,3,5,2,25,Quiet,17,7
2019-01-23,2019,Winter,January,No,No,-9,-12.5,-4.7,1.1,3,731.9,19,69.3,No,21.333,12,18,0,20,Quiet,21,2
2019-01-24,2019,Winter,January,No,No,-11.8,-17.5,-4,0,5,733.6,21,70.2,No,24,17,19,-8,29,Weak,11,3
2019-01-25,2019,Winter,January,No,No,-9.5,-11.4,-5.7,0,3,730.45,22,72.7,No,21,12,18,-11,17,Quiet,15,4
2019-01-26,2019,Winter,January,Yes,No,-11.9,-14.9,-8.2,1.9,3,725.45,26,74.3,No,12.668,7,15,-8,10,Quiet,8,2
2019-01-27,2019,Winter,January,Yes,No,-12.7,-18.8,-7.6,0,5,723.35,19,72.8,No,7.999,4,6,-8,10,Quiet,14,0
2019-01-28,2019,Winter,January,No,No,-12.4,-14.7,-9.3,1.4,5,721.35,16,73.5,No,1.666,1,1,-5,6,Quiet,8,2
2019-01-29,2019,Winter,January,No,No,-17.6,-20,-14.6,0,3,732.5,13,70.9,No,3,2,1,-1,12,Quiet,9,3
2019-01-30,2019,Winter,January,No,No,-13.8,-19,-7.4,0,3,725.6,11,71.4,No,2,1,2,2,8,Quiet,12,2
2019-01-31,2019,Winter,January,No,No,-10.7,-17.2,-4.1,0,3,715,0,70,No,17.666,14,19,2,49,Weak,18,2
2019-02-01,2019,Winter,February,No,No,-15.7,-21.5,-7.3,0.2,6,718.9,0,70,No,23.999,15,21,-22,31,Weak,15,2
2019-02-02,2019,Winter,February,Yes,No,-26.2,-28.6,-21.5,0,3,733.3,0,68.8,No,24.333,16,22,-21,23,Weak,6,1
2019-02-03,2019,Winter,February,Yes,No,-28.3,-33.7,-19.7,0,2,725.85,0,69.1,No,17.999,10,15,-21,18,Weak,9,1
2019-02-04,2019,Winter,February,No,No,-27.3,-30.1,-24.2,0.4,3,727.7,0,68.7,No,10,5,11,-19,14,Weak,14,4
2019-02-05,2019,Winter,February,No,No,-30.3,-35.5,-26.6,0.3,2,733.95,0,68.7,No,7.999,5,7,-13,10,Quiet,9,5
2019-02-06,2019,Winter,February,No,No,-32.4,-37.7,-26,0,2,737,0,69.3,No,16.333,8,16,-12,23,Weak,12,4
2019-02-07,2019,Winter,February,No,No,-30.3,-36.1,-21,0,2,736,0,68.3,No,8,4,7,-13,17,Weak,13,5
2019-02-08,2019,Winter,February,No,No,-29.5,-35,-22.9,0,1,740.35,0,69.8,No,14.667,8,13,-14,15,Weak,9,3
2019-02-09,2019,Winter,February,Yes,No,-28.1,-33.1,-21,0,1,739.6,0,68.4,No,17,9,16,-11,15,Quiet,4,4
2019-02-10,2019,Winter,February,Yes,No,-28.1,-33.6,-21.4,0,2,737.45,0,68.1,No,9.666,5,9,-8,11,Quiet,6,3
2019-02-11,2019,Winter,February,No,No,-25.9,-32.2,-16,0,2,735.8,0,68,No,15,8,12,-8,13,Quiet,11,5
2019-02-12,2019,Winter,February,No,No,-23.3,-29.6,-15.9,0,4,734.2,0,68.4,No,8.999,4,8,-7,12,Quiet,9,8
2019-02-13,2019,Winter,February,No,No,-20.1,-23.9,-12.7,0,2,732.85,12,68.6,No,20.668,13,18,-12,22,Weak,10,4
2019-02-14,2019,Winter,February,No,No,-20.8,-26.6,-12.5,0,2,734.15,0,69.7,No,16.333000000000002,9,11,-11,16,Quiet,16,5
2019-02-15,2019,Winter,February,No,No,-15.8,-24,-4.7,0,2,733.95,0,69.2,No,6,3,3,-8,10,Quiet,5,2
2019-02-16,2019,Winter,February,Yes,No,-12.3,-18,-3.2,0,3,729,0,69,No,6,3,4,-6,10,Quiet,7,4
2019-02-17,2019,Winter,February,Yes,No,-11.1,-16.6,-2.3,0,2,722.9,0,68.4,No,5.666,3,4,-4,16,Quiet,7,3
2019-02-18,2019,Winter,February,No,No,-10.1,-17,-1.2,0,3,717.6,0,68.3,No,10.665,6,8,-8,15,Quiet,25,7
2019-02-19,2019,Winter,February,No,No,-9.9,-17.5,0.4,0,2,720.65,0,68.6,No,3.999,2,2,-8,6,Quiet,6,6
2019-02-20,2019,Winter,February,No,No,-7.3,-12.8,-0.6,0,2,725.5,0,69.4,No,4.999,3,7,3,22,Quiet,15,3
2019-02-21,2019,Winter,February,No,No,-5.4,-12.9,4.1,0,4,725.65,11,69.2,No,18.335,10,16,-4,20,Quiet,14,6
2019-02-22,2019,Winter,February,No,No,-3.4,-7.8,1.7,0.3,5,727.6,0,69.7,No,6.333,3,5,-7,16,Quiet,12,2
2019-02-23,2019,Winter,February,Yes,No,-4,-8.1,-0.6,0.3,2,731.65,0,69.2,No,2.666,2,3,0,9,Quiet,10,1
2019-02-24,2019,Winter,February,Yes,No,-6.2,-13.1,4.6,0,2,728.95,0,69,No,2.334,1,3,0,6,Quiet,7,2
2019-02-25,2019,Winter,February,No,No,-3.1,-9,4.6,0,4,721.8,0,68.9,No,2,1,1,3,9,Quiet,16,5
2019-02-26,2019,Winter,February,No,No,-5.9,-12.6,-0.1,0,2,723.65,0,69.2,No,3.334,2,3,1,6,Quiet,15,3
2019-02-27,2019,Winter,February,No,No,-5.6,-11.6,3.4,0,2,721.95,0,69.4,No,16,11,13,-1,48,Weak,11,2
2019-02-28,2019,Winter,February,No,No,-2.8,-9.6,6.9,0,2,717.85,0,68.8,No,28.666,23,26,-22,30,Weak,18,5
2019-03-01,2019,Spring,March,No,No,-3.1,-8.2,4.2,0,3,715.8,0,68.7,No,29.334,23,27,-26,19,Weak,19,7
2019-03-02,2019,Spring,March,Yes,No,-1.7,-7.1,5.1,0,3,720.1,0,68.2,No,21,13,19,-23,13,Weak,8,5
2019-03-03,2019,Spring,March,Yes,No,-2.7,-8.4,2.3,0,2,719.75,0,68.3,No,11.001,6,11,-18,8,Weak,4,2
2019-03-04,2019,Spring,March,No,No,-1.7,-6.3,4.3,0,2,725.2,0,69.7,No,12.332,6,11,-22,12,Weak,13,6
2019-03-05,2019,Spring,March,No,No,-2.3,-7.2,5.1,0,3,724.25,14,70.8,No,8.667,4,7,-15,17,Weak,10,6
2019-03-06,2019,Spring,March,No,No,-2,-6.2,5.3,0,3,724.4,18,71.3,No,13.334,7,15,-11,29,Weak,12,6
2019-03-07,2019,Spring,March,No,No,-2.9,-5.6,0.3,1.7,6,722.55,16,69.9,No,11.333,6,11,-10,27,Weak,9,4
2019-03-08,2019,Spring,March,Yes,No,-3,-8,2,2.4,2,728.25,11,70.7,No,8.334,4,4,-13,12,Quiet,13,7
2019-03-09,2019,Spring,March,Yes,No,-4.2,-13.3,4.8,0,3,723.55,11,69.7,No,8.666,4,7,-7,15,Quiet,10,1
2019-03-10,2019,Spring,March,Yes,No,-3.8,-6.5,-0.4,0.7,3,726.35,11,70.1,No,6.332000000000001,3,3,-12,15,Quiet,6,1
2019-03-11,2019,Spring,March,No,No,-6.3,-15.2,1,0,3,727.8,11,69.5,No,3.667,2,6,-4,6,Quiet,11,3
2019-03-12,2019,Spring,March,No,No,-3.5,-10.2,5.2,0,2,723.5,11,69.8,No,12.333,6,12,-13,30,Weak,23,7
2019-03-13,2019,Spring,March,No,No,-0.6,-6,4,0.8,2,727,0,70,No,6.666,4,7,-10,17,Quiet,6,3
2019-03-14,2019,Spring,March,No,No,1.3,-0.9,4.9,2.2,3,725.75,12,69.3,No,12.667,7,12,-8,11,Quiet,2,9
2019-03-15,2019,Spring,March,No,No,1.4,-0.6,3.1,2.6,2,725.45,0,68.9,No,13.001,7,12,-11,16,Weak,8,5
2019-03-16,2019,Spring,March,Yes,No,4,-1.8,13.7,0,2,719.2,0,68.8,No,18.667,12,19,-14,33,Weak,10,1
2019-03-17,2019,Spring,March,Yes,No,2.9,-3.1,10.5,0,3,715.15,0,68.6,No,20.001,15,20,-31,27,Weak,10,3
2019-03-18,2019,Spring,March,No,No,-0.7,-3.5,5.2,7.6,9,718.35,13,69.3,No,3.667,2,4,-11,8,Quiet,23,8
2019-03-19,2019,Spring,March,No,No,-3.8,-5.6,-1,0.7,4,726.7,15,69.1,No,12.668,6,14,-2,31,Quiet,16,6
2019-03-20,2019,Spring,March,No,No,-5.5,-12.4,1.8,0,2,728.25,32,76.2,No,10.001,5,12,-5,11,Quiet,8,10
2019-03-21,2019,Spring,March,No,No,-4.1,-7.4,-0.4,1.1,5,729.1,38,79.4,No,2.332,2,1,-3,9,Quiet,22,3
2019-03-22,2019,Spring,March,No,No,-1.9,-5.8,4.2,0.6,2,729.3,30,81.8,No,1.3330000000000002,1,3,-1,7,Quiet,5,5
2019-03-23,2019,Spring,March,Yes,No,-0.1,-6.7,7.6,0,3,720.5,22,78.9,No,1.333,1,2,2,7,Quiet,4,3
2019-03-24,2019,Spring,March,Yes,No,0.7,-1.4,4.1,0.8,3,720.4,14,75,Yes,2.333,1,2,6,24,Quiet,6,3
2019-03-25,2019,Spring,March,No,No,0.1,-2.8,4.5,0.3,4,718.4,0,70.8,No,8.999,4,9,8,24,Quiet,12,3
2019-03-26,2019,Spring,March,No,No,-1.9,-4.2,0.8,3.7,5,728,0,68.7,No,8.332,4,8,1,14,Quiet,11,3
2019-03-27,2019,Spring,March,No,No,-3.2,-11,3.4,0,2,728.8,0,68.6,No,13.335,6,15,-3,17,Quiet,8,2
2019-03-28,2019,Spring,March,No,No,-2.1,-8.7,2.5,0,4,724.25,0,68.1,No,17.333000000000002,9,16,-7,21,Quiet,14,2
2019-03-29,2019,Spring,March,No,No,-0.6,-3,3.4,4.2,4,728.3,0,68.6,No,14,6,12,-7,16,Quiet,10,2
2019-03-30,2019,Spring,March,Yes,No,0.2,-6.5,7,0,2,726.9,0,69.2,No,5.665,3,5,-6,10,Quiet,11,7
2019-03-31,2019,Spring,March,Yes,No,0.7,-5.1,7.7,0,3,724.65,13,69.4,No,16.334,9,16,-10,18,Quiet,8,3
2019-04-01,2019,Spring,April,No,No,3.7,-0.2,10.4,0,3,724.05,14,69.2,No,13.334,6,14,-15,22,Weak,14,4
2019-04-02,2019,Spring,April,No,No,4.5,-1.4,11.8,0,3,726.35,17,70.8,No,9.667,6,9,-11,13,Quiet,14,6
2019-04-03,2019,Spring,April,No,No,3.2,0.7,8.3,0,6,720.1,19,70.6,No,18.667,10,17,-19,21,Weak,9,3
2019-04-04,2019,Spring,April,No,No,2,-0.3,5.7,0,3,724.75,11,70.3,No,17.667,10,17,-23,25,Weak,15,4
2019-04-05,2019,Spring,April,No,No,1.5,-0.6,4.6,0,5,725.85,5,71.8,No,21.001,12,20,-18,9,Weak,20,1
2019-04-06,2019,Spring,April,Yes,No,1.3,-4,7.1,0,3,722.95,0,73.7,No,13.333,7,8,-13,12,Quiet,6,0
