Date,Week,Month,Quarter,Year,EMS,Wind,Temp_mean,H2O,Sunspots,Sud_Imp,Sud_Storm,Dst_mean,Dst_var,Dst_group,PC1,PC2
2009-01-01,1,1,1,2009,4,1,-16.4,0,0,No,No,-11,13,level_1,0.03587001121013851,0.8254408825882401
2009-01-02,1,1,1,2009,7,1,-18.8,0,0,No,No,-7,10,level_1,-1.0727388528530697,0.19418844141964758
2009-01-03,1,1,1,2009,3,1,-14.1,0,0,No,No,-11,11,level_1,-0.020566170278107435,0.13683274445040433
2009-01-04,1,1,1,2009,7,3,-9.6,0,0,No,No,-10,16,level_1,-0.33305529311450555,0.3286038754683054
2009-01-05,1,1,1,2009,8,3,-16.9,0,0,No,No,-8,8,level_1,-0.8110297728478825,0.4591371328089654
2009-01-06,1,1,1,2009,8,2,-18,0,0,No,No,-12,13,level_1,0.285898077854686,0.36193492758395046
2009-01-07,1,1,1,2009,2,2,-17.1,1.4,0,No,No,-6,11,level_1,-1.4524709814352184,-0.48699937931646003
2009-01-08,2,1,1,2009,7,2,-18.2,0,0,No,No,-2,11,level_1,-2.7040899852889617,-0.036708435475757306
2009-01-09,2,1,1,2009,7,3,-14.9,2,7,No,No,-4,21,level_1,-1.8261179268165995,-0.11642360528124923
2009-01-10,2,1,1,2009,5,1,-13.6,0.2,9,No,No,-6,10,level_1,-1.3490280571162032,0.2393041365250267
2009-01-11,2,1,1,2009,11,2,-15.3,0,10,No,No,-9,12,level_1,-0.6277864279512376,0.8196424950293194
2009-01-12,2,1,1,2009,9,4,-15.2,0,8,No,No,-4,14,level_1,-1.9759155825913253,-0.6256516347283624
2009-01-13,2,1,1,2009,6,2,-12.7,0,0,No,No,3,20,level_1,-4.127146937759394,1.335444536067516
2009-01-14,2,1,1,2009,10,4,-12.4,0.2,0,No,No,-9,24,level_1,-0.3068604319118443,2.162075315395799
2009-01-15,3,1,1,2009,12,2,-9.3,0,0,No,No,-12,14,level_1,0.5097863804695214,-0.15510903579162877
2009-01-16,3,1,1,2009,22,4,-10.2,0.5,0,No,No,-9,16,level_1,-0.6450013242196573,0.5760943062264057
2009-01-17,3,1,1,2009,7,2,-13,1.4,0,No,No,-7,13,level_1,-1.0342798223780632,0.5229990295800859
2009-01-18,3,1,1,2009,6,2,-13.1,2.3,0,No,No,-4,16,level_1,-2.0035024139222424,-0.16625691941722046
2009-01-19,3,1,1,2009,4,3,-11.8,0,7,No,No,-5,29,level_1,-1.6710202196719564,1.598183763234238
2009-01-20,3,1,1,2009,6,3,-16.1,0.7,0,No,No,-8,11,level_1,-0.8851649538562125,-0.03417807524271685
2009-01-21,3,1,1,2009,8,6,-21.7,0.2,0,No,No,-6,11,level_1,-1.483799357593261,0.544107711456852
2009-01-22,4,1,1,2009,5,5,-24.8,0.3,0,No,No,-2,13,level_1,-2.606987585877562,-1.0015829900853042
2009-01-23,4,1,1,2009,11,2,-20,2.3,0,No,No,2,9,level_1,-3.7702130890658894,-0.014692250260789463
2009-01-24,4,1,1,2009,5,2,-19.1,0,0,No,No,2,13,level_1,-3.759498818087253,-1.0654368860569408
2009-01-25,4,1,1,2009,6,2,-22.2,0,0,No,No,5,16,level_1,-4.615950498680231,0.1620648169107603
2009-01-26,4,1,1,2009,19,2,-18.7,0,0,No,No,-4,49,level_2,-1.7176747383565134,3.647976733345335
2009-01-27,4,1,1,2009,11,6,-13.1,0.7,0,No,No,-9,12,level_1,-0.4119779452888737,0.22224772265013276
2009-01-28,4,1,1,2009,15,2,-16.2,0.2,0,No,No,-5,20,level_1,-1.5615990003326479,-1.065254829326223
2009-01-29,5,1,1,2009,16,2,-20.1,0,0,No,No,-6,28,level_1,-1.3549473290370304,2.0900158124877017
2009-01-30,5,1,1,2009,9,2,-18.9,0,0,Yes,No,-4,18,level_1,-2.0845359889450306,-0.23246475230288205
2009-01-31,5,1,1,2009,3,3,-19.2,0,0,No,No,-3,25,level_1,-2.4017327158298167,2.1411947327936365
2009-02-01,5,2,1,2009,5,4,-16.1,0.8,0,No,No,-9,10,level_1,-0.48513290294654154,-0.1579395154054885
2009-02-02,5,2,1,2009,14,3,-14.4,0,0,No,No,-3,14,level_1,-2.2027908406698087,-0.5138430496191769
2009-02-03,5,2,1,2009,4,5,-14.8,0.2,0,No,No,-3,21,level_1,-2.5089894249413347,1.039829683870337
2009-02-04,5,2,1,2009,16,4,-16.1,0,0,No,No,-17,45,level_2,2.1053116802097342,3.6303306549578456
2009-02-05,6,2,1,2009,5,4,-12.6,0,0,No,No,-18,17,level_2,2.120140525274344,-0.7797934995708445
2009-02-06,6,2,1,2009,10,4,-8.7,0,0,No,No,-14,19,level_1,0.921006770020044,-0.8119898703171271
2009-02-07,6,2,1,2009,8,2,-5.8,0,0,No,No,-5,12,level_1,-1.7065539590208825,-0.07293744014290943
2009-02-08,6,2,1,2009,4,3,-6.2,0,0,No,No,-2,12,level_1,-2.4860160013225765,0.6198883782086123
2009-02-09,6,2,1,2009,8,2,-9.4,0,0,No,No,-3,11,level_1,-2.1747749987012117,0.09678203451429945
2009-02-10,6,2,1,2009,10,4,-12.3,0.9,0,No,No,2,18,level_1,-3.81864117499234,0.027290593030154187
2009-02-11,6,2,1,2009,2,2,-17.2,4.1,7,No,No,1,17,level_1,-3.4781587103316154,0.8653196431594878
2009-02-12,7,2,1,2009,6,6,-25.1,0,6,No,No,-3,24,level_1,-2.1187082974486287,2.180560074012876
2009-02-13,7,2,1,2009,7,1,-28.8,0,6,No,No,-1,13,level_1,-2.9177106757852105,0.0755712127932674
2009-02-14,7,2,1,2009,3,2,-29.3,0,0,No,No,-13,68,level_2,0.9791200646059892,5.430981101400857
2009-02-15,7,2,1,2009,13,1,-31.1,0,0,No,No,-21,13,level_2,3.1808286178893965,-0.06008634594695114
2009-02-16,7,2,1,2009,12,2,-28.6,0,0,No,No,-17,17,level_2,1.8004199928363573,-0.2557369472712913
2009-02-17,7,2,1,2009,8,3,-26.6,0,0,No,No,-11,18,level_2,-0.022579461438201928,-1.1374197810501272
2009-02-18,7,2,1,2009,12,2,-24.4,0,0,No,No,-6,11,level_1,-1.403849701706207,0.7361975012342664
2009-02-19,8,2,1,2009,15,3,-23.1,0,0,No,No,-2,13,level_1,-2.546850322778425,-0.6082943826556932
2009-02-20,8,2,1,2009,7,4,-16.7,1.5,0,No,No,-1,16,level_1,-2.9533428394934287,0.8588288513898157
2009-02-21,8,2,1,2009,2,5,-18.5,0.3,0,No,No,2,12,level_1,-3.7451194533868097,-0.14029809519891273
2009-02-22,8,2,1,2009,16,2,-17.6,0,0,No,No,0,13,level_1,-3.229061913270436,0.09376489794588472
2009-02-23,8,2,1,2009,6,2,-17.3,0,0,No,No,-6,28,level_2,-1.3481155261810647,2.370595735325458
2009-02-24,8,2,1,2009,9,2,-19.5,0,7,No,No,-12,13,level_1,0.3065717825194044,-0.2358863660919897
2009-02-25,8,2,1,2009,11,1,-11.3,0,7,No,No,-9,13,level_1,-0.5933383934514348,-0.7325484805199456
2009-02-26,9,2,1,2009,4,3,-8.4,0.8,0,No,No,-3,20,level_1,-2.148477403956146,-1.0005517203872991
2009-02-27,9,2,1,2009,4,1,-10.9,0,0,No,No,-8,39,level_2,-0.6759360553992142,3.187699791177308
2009-02-28,9,2,1,2009,3,3,-8.7,0.5,0,No,No,-9,9,level_1,-0.4178273934809508,0.09558061083871087
2009-03-01,9,3,1,2009,7,2,-10,0,0,No,No,-5,15,level_1,-1.7032332604083207,1.0667687156484897
2009-03-02,9,3,1,2009,10,2,-10.3,0,0,No,No,-6,8,level_1,-1.5384112606641964,0.2309397598439625
2009-03-03,9,3,1,2009,5,2,-9.4,0,0,Yes,No,5,23,level_1,-4.679985466037552,0.47075961361230967
2009-03-04,9,3,1,2009,6,2,-7.2,1.7,0,No,No,-8,13,level_1,-0.6575319036310344,0.5488316843862673
2009-03-05,10,3,1,2009,6,5,-9.1,0,0,No,No,-6,16,level_1,-1.4795198879148543,-0.2632783863619965
2009-03-06,10,3,1,2009,12,2,-6.6,0,7,No,No,0,9,level_1,-3.231584542803932,0.09997061538065347
2009-03-07,10,3,1,2009,10,2,-4.8,0.7,7,No,No,0,6,level_1,-3.38537461550434,-0.19122751089615983
2009-03-08,10,3,1,2009,5,6,-11.1,0.4,0,No,No,-4,18,level_1,-2.187425285317327,1.2602353963136945
2009-03-09,10,3,1,2009,6,2,-9,0,0,No,No,-9,7,level_1,-0.5460374040092275,-0.19458210361657136
2009-03-10,10,3,1,2009,6,2,-5.8,0,0,No,No,-3,16,level_1,-2.2904408125046323,-0.20642823016548495
2009-03-11,10,3,1,2009,11,3,-11.8,0.3,0,No,No,-1,16,level_1,-2.8924847360041452,0.8780629684453453
2009-03-12,11,3,1,2009,5,7,-17.1,0,0,No,No,2,31,level_1,-3.7362902852957482,-2.2642364153037615
2009-03-13,11,3,1,2009,8,3,-7.6,0,0,No,No,-22,23,level_2,3.3373389573441608,-0.03410028212777741
2009-03-14,11,3,1,2009,4,2,-2.2,0,0,No,No,-16,10,level_2,1.4674888538431916,-0.020572595813521527
2009-03-15,11,3,1,2009,3,4,-1.8,0,0,No,No,-15,11,level_2,1.3828357173574692,-0.5423739368074296
2009-03-16,11,3,1,2009,9,2,-6.2,1.5,0,No,No,-8,13,level_1,-0.8551251146404916,-1.034580413172699
2009-03-17,11,3,1,2009,2,2,-11.7,0.9,0,No,No,-4,12,level_1,-1.949758506076007,-0.3427419166583687
2009-03-18,11,3,1,2009,14,4,-12.1,0,0,No,No,-1,14,level_1,-3.0456247382669237,-1.0672605211648742
2009-03-19,12,3,1,2009,7,2,-8.7,0,0,No,No,1,13,level_1,-3.44555069480913,0.7435144540086777
2009-03-20,12,3,1,2009,7,2,-6.5,0.2,0,No,No,-1,18,level_1,-3.0475136839225496,0.41769450582926126
2009-03-21,12,3,1,2009,1,4,-10,0,0,No,No,-6,45,level_2,-1.270397070476449,3.917985084046328
2009-03-22,12,3,1,2009,2,2,-10.2,0,0,No,No,-13,21,level_2,0.6463734328443032,-1.0402440186249065
2009-03-23,12,3,1,2009,11,2,-9,0,0,No,No,-7,20,level_1,-1.1367512293432183,-1.6293697004183927
2009-03-24,12,3,1,2009,14,3,-4.7,0,0,No,No,-11,23,level_2,0.19141636425173153,0.13191330304925297
2009-03-25,12,3,1,2009,7,2,-3.5,0,0,No,No,-12,19,level_2,0.19748410295218052,-1.0692717191020378
2009-03-26,13,3,1,2009,1,2,-1.4,0,6,No,No,-9,16,level_1,-0.7272674304867812,-0.3188859073142638
2009-03-27,13,3,1,2009,7,5,-0.9,0.4,0,No,No,-8,12,level_1,-0.7930606762948312,0.5326563251605045
2009-03-28,13,3,1,2009,3,4,-0.5,1.7,0,No,No,-3,18,level_1,-2.42251694136067,-1.2007013136077156
2009-03-29,13,3,1,2009,2,3,-2.1,0,0,No,No,0,14,level_1,-3.3334176523924173,-0.837106223865295
2009-03-30,13,3,1,2009,13,2,-0.5,0,0,No,No,0,10,level_1,-3.160551935234968,0.19433704546317437
2009-03-31,13,3,1,2009,12,4,1.4,0,0,No,No,2,12,level_1,-3.7748448218205928,-0.5627340559793151
2009-04-01,13,4,2,2009,8,3,2,0,0,No,No,5,10,level_1,-4.926087562906711,-0.6755219374280708
2009-04-02,14,4,2,2009,5,2,4.8,0.1,0,No,No,0,8,level_1,-3.127591417715965,0.4418118483631196
2009-04-03,14,4,2,2009,2,4,3.8,0,0,No,No,2,13,level_1,-3.6755755293073227,0.941316585160601
2009-04-04,14,4,2,2009,2,3,7,0,0,No,No,5,19,level_1,-4.890363311584959,-1.3452322667756482
2009-04-05,14,4,2,2009,2,4,8.6,0,0,No,No,4,16,level_1,-4.596623711008641,0.6259608654815917
2009-04-06,14,4,2,2009,7,2,9.4,0,0,No,No,2,16,level_1,-3.981828963302096,-1.0092087163762289
2009-04-07,14,4,2,2009,7,3,9.8,0,0,No,No,2,14,level_1,-4.023229839066557,0.41918545992800466
2009-04-08,14,4,2,2009,6,4,5.1,0,0,No,No,7,23,level_1,-5.498776041858188,-1.1651059661832763
2009-04-09,15,4,2,2009,7,5,3.3,0,0,No,No,-12,38,level_2,0.2892261052063493,2.3709436189743536
2009-04-10,15,4,2,2009,14,4,4.7,0,0,No,No,-9,15,level_1,-0.5530102245886006,-0.470273068971193
2009-04-11,15,4,2,2009,9,6,4.7,0,0,No,No,-9,10,level_1,-0.5789442038653284,0.08113830775705069
2009-04-12,15,4,2,2009,5,3,2.9,0,0,No,No,-10,12,level_1,-0.4007765393056301,0.06075270859694582
2009-04-13,15,4,2,2009,4,3,1.9,0.4,0,No,No,-11,17,level_1,-0.05178044605079311,-0.3281845237815366
2009-04-14,15,4,2,2009,5,4,0.1,0,0,No,No,-5,9,level_1,-1.7596999468579204,0.01575453332676896
2009-04-15,15,4,2,2009,13,3,3,0,0,No,No,-4,7,level_1,-2.152381007272949,0.22423700772494443
2009-04-16,16,4,2,2009,4,3,1.9,0.8,0,No,No,-3,21,level_1,-2.3593398700212442,-0.8373933358788275
2009-04-17,16,4,2,2009,14,4,3.7,0,0,No,No,-1,12,level_1,-2.7988854761923347,0.20194538609996404
2009-04-18,16,4,2,2009,5,2,4.7,0,0,No,No,-8,28,level_2,-0.7978572384911572,-0.04178768925716929
2009-04-19,16,4,2,2009,4,4,5.8,0,0,No,No,-3,17,level_1,-2.4342212685991154,-1.1619414104674923
2009-04-20,16,4,2,2009,8,2,3.7,0,0,No,No,-3,7,level_1,-2.3288851046679397,0.32583754331692627
2009-04-21,16,4,2,2009,6,6,-0.2,9.8,11,No,No,-1,10,level_1,-2.9261856643938313,-0.012602041458905824
2009-04-22,16,4,2,2009,7,6,0.2,1.3,0,No,No,-2,10,level_1,-2.679235142442633,-0.07706062562776687
2009-04-23,17,4,2,2009,7,3,6.3,0,0,No,No,0,11,level_1,-3.24905143207084,-0.6288124363440948
2009-04-24,17,4,2,2009,13,2,8.6,0,0,Yes,No,7,21,level_1,-5.319348197567887,1.2717767135375624
2009-04-25,17,4,2,2009,5,4,11.6,0,0,No,No,-3,13,level_1,-2.4400183978106402,0.965253858171949
2009-04-26,17,4,2,2009,4,3,12.6,0,0,No,No,2,13,level_1,-3.777383595760353,-0.8254718443718521
2009-04-27,17,4,2,2009,10,3,12.2,0,0,No,No,-5,16,level_1,-1.804983187402147,-1.6034285225463896
2009-04-28,17,4,2,2009,6,5,6.3,0.1,0,No,No,4,6,level_1,-4.37554800780562,-0.2728895409594603
2009-04-29,17,4,2,2009,8,5,7.4,0,13,No,No,3,17,level_1,-4.08161209590694,0.8538323356184685
2009-04-30,18,4,2,2009,2,4,9.1,2.4,13,No,No,-2,7,level_1,-2.718690870476212,0.05082878385136683
2009-05-01,18,5,2,2009,9,3,11.4,0,0,No,No,1,13,level_1,-3.5558095479090475,1.0670098554597591
2009-05-02,18,5,2,2009,3,4,8.9,0,0,No,No,2,14,level_1,-3.914232589912599,-1.129276233576816
2009-05-03,18,5,2,2009,4,4,7.8,0,0,No,No,2,11,level_1,-3.828773486540884,0.4407955750615683
2009-05-04,18,5,2,2009,5,5,10.1,0.4,7,No,No,-2,13,level_1,-2.483202289693888,0.9997966103785372
2009-05-05,18,5,2,2009,10,5,9.3,3.4,0,No,No,4,18,level_1,-4.440472369773169,-0.9168171694471674
2009-05-06,18,5,2,2009,9,3,10.6,0,0,No,No,2,20,level_1,-3.76767038778493,1.0070619304944006
2009-05-07,19,5,2,2009,6,2,7.1,0,0,No,No,-7,13,level_1,-1.0362822041901778,-0.5208538175157277
2009-05-08,19,5,2,2009,9,4,5.4,0,0,No,No,-18,16,level_2,2.280252120374856,0.24006874515466065
2009-05-09,19,5,2,2009,6,3,8.6,0,0,No,No,-12,17,level_2,0.48024967166960064,1.3496993290863832
2009-05-10,19,5,2,2009,5,3,9.2,0.6,0,No,No,-11,12,level_1,-0.03345828832199493,-0.18431384902222742
2009-05-11,19,5,2,2009,7,5,6.3,0,0,No,No,-10,12,level_1,-0.17288206254561114,1.1334069777853653
2009-05-12,19,5,2,2009,6,3,13.4,0,0,No,No,-6,7,level_1,-1.3010368663612062,-0.13433456258482432
2009-05-13,19,5,2,2009,8,3,17.2,0,7,No,No,0,15,level_1,-3.389789079163949,-0.2321827994185733
2009-05-14,20,5,2,2009,15,3,14.3,0.6,10,No,No,-3,28,level_1,-2.4645971889354117,1.466834655081668
2009-05-15,20,5,2,2009,3,6,3.3,9.8,9,No,No,-4,8,level_1,-1.9662722977103864,0.026995868152913938
2009-05-16,20,5,2,2009,6,5,6.9,3,8,No,No,-2,17,level_1,-2.7228585561079632,0.9811873711463099
2009-05-17,20,5,2,2009,9,3,7.8,0.7,9,No,No,-3,15,level_1,-2.177973136409766,-0.6212217983832473
2009-05-18,20,5,2,2009,8,4,11.3,0,8,No,No,3,10,level_1,-4.168703673228224,-0.40334406590124916
2009-05-19,20,5,2,2009,5,3,10.8,3.2,7,No,No,-7,16,level_1,-1.1825622749035913,0.3433588160051928
2009-05-20,20,5,2,2009,4,4,9.7,0,0,No,No,9,11,level_1,-5.917329566451137,-0.4683319818163223
2009-05-21,21,5,2,2009,11,3,15.4,0,0,No,No,5,23,level_1,-4.546465951374915,1.7144128976910937
2009-05-22,21,5,2,2009,3,3,19.9,0,8,No,No,-3,13,level_1,-2.3951581306662053,0.9332271878044701
2009-05-23,21,5,2,2009,7,6,10.6,6.4,8,No,No,-6,12,level_1,-1.4153426622509366,0.12362745217967004
2009-05-24,21,5,2,2009,9,4,10.6,0,0,No,No,-5,7,level_1,-1.7774758438660632,-0.014125278542773706
2009-05-25,21,5,2,2009,8,3,12.3,0,0,No,No,-2,11,level_1,-2.8375242044199007,-0.16506265512500162
2009-05-26,21,5,2,2009,9,3,7,1.1,0,No,No,1,10,level_1,-3.62934966951511,0.3588053504134059
2009-05-27,21,5,2,2009,7,6,6.3,6.6,0,No,No,0,6,level_1,-3.234474604087372,-0.19080941216653158
2009-05-28,22,5,2,2009,3,5,5.5,12.5,0,Yes,No,-2,23,level_1,-2.5187437915599187,1.6429681152176896
2009-05-29,22,5,2,2009,7,6,11.4,1.1,0,No,No,-6,21,level_1,-1.5161646274913692,1.5404928803708577
2009-05-30,22,5,2,2009,3,5,15.1,0,0,No,No,-1,16,level_1,-2.989997243052521,-0.9109755008281939
2009-05-31,22,5,2,2009,5,4,17.1,0,10,No,No,2,10,level_1,-3.8827544977503856,0.6466014346072767
2009-06-01,22,6,2,2009,9,2,16.6,0,24,No,No,-3,6,level_1,-2.3224021761794456,-0.13517600605742494
2009-06-02,22,6,2,2009,6,3,16.8,0,26,No,No,4,8,level_1,-4.300082543006884,-0.10269114414429781
2009-06-03,22,6,2,2009,10,2,19.5,0,24,No,No,9,16,level_1,-6.078955904477478,-0.13343202087428363
2009-06-04,23,6,2,2009,8,2,20.7,0,19,No,No,-5,33,level_1,-1.5639229856794576,1.934640369094743
2009-06-05,23,6,2,2009,6,6,11.8,4.2,17,No,No,-12,17,level_2,0.49811271985698663,0.6043758870779588
2009-06-06,23,6,2,2009,1,7,8.1,30.1,0,No,No,-3,13,level_1,-2.2448526581675328,-0.4156188689269429
2009-06-07,23,6,2,2009,6,7,11.8,4.8,0,No,No,0,18,level_1,-3.211124466666427,-0.3499658981314422
2009-06-08,23,6,2,2009,8,3,16,0.8,0,No,No,-3,7,level_1,-2.477643028791188,-0.10595145872294726
2009-06-09,23,6,2,2009,9,3,18.6,0,0,No,No,5,10,level_1,-4.687629647703338,-0.7996411733244271
2009-06-10,23,6,2,2009,10,2,19,0,0,No,No,5,12,level_1,-4.675153824053052,0.5027882871688327
2009-06-11,24,6,2,2009,6,3,17.3,0,0,No,No,5,4,level_1,-4.686077371329576,-0.029503175315369
2009-06-12,24,6,2,2009,9,3,18.3,0,0,No,No,5,11,level_1,-4.811901758612318,-0.49616162865088953
2009-06-13,24,6,2,2009,6,3,19.4,0,0,No,No,7,11,level_1,-5.3463331668023715,0.9325445006537634
2009-06-14,24,6,2,2009,3,3,18.7,0,0,No,No,7,11,level_1,-5.221395113301696,0.43120374746543244
2009-06-15,24,6,2,2009,6,3,12.5,12.3,0,No,No,0,13,level_1,-3.119406807604821,-0.5533577008179755
2009-06-16,24,6,2,2009,11,5,12.9,0.7,0,No,No,8,14,level_1,-5.653320879541927,-0.6339976547936267
2009-06-17,24,6,2,2009,13,3,13.9,0,15,No,No,4,9,level_1,-4.457581182134838,-0.04112819068621831
2009-06-18,25,6,2,2009,8,3,7.9,11.3,0,No,No,4,10,level_1,-4.316583076680696,-0.5221777775801317
2009-06-19,25,6,2,2009,4,7,5.7,10.2,0,No,No,6,13,level_1,-5.191958992948053,-0.24765058338221357
2009-06-20,25,6,2,2009,4,7,6,7.1,0,No,No,11,18,level_1,-6.649309581323469,-1.0205999869646512
2009-06-21,25,6,2,2009,5,3,12.3,1.1,15,No,No,6,25,level_1,-4.890131491072448,1.3409739507927427
2009-06-22,25,6,2,2009,10,2,16.6,0,17,No,No,2,7,level_1,-3.986258069851464,0.0492678965230722
2009-06-23,25,6,2,2009,5,3,15,4.2,15,No,No,16,33,level_1,-7.96347372462298,-1.9735131949454319
2009-06-24,25,6,2,2009,9,3,15.4,0,17,No,No,14,56,level_1,-7.67208746897054,2.2541716532744025
2009-06-25,26,6,2,2009,10,2,17,2.2,0,No,No,-4,18,level_1,-2.268932836889719,-0.004352626160653662
2009-06-26,26,6,2,2009,9,3,16.2,1.5,0,No,No,-6,13,level_1,-1.5697186123768698,-0.45850216604492827
2009-06-27,26,6,2,2009,8,5,14.2,0,0,No,No,3,20,level_1,-4.156499132660493,-1.142537418585264
2009-06-28,26,6,2,2009,4,5,16.1,0.1,0,No,No,1,41,level_2,-3.666641990072831,1.9548767937815934
2009-06-29,26,6,2,2009,12,2,17.8,0,0,No,No,-15,18,level_2,1.321452963235467,-1.3439843415472312
2009-06-30,26,6,2,2009,4,4,17.2,0.1,0,No,No,-12,17,level_2,0.47217222380862295,0.040215934556611516
2009-07-01,26,7,3,2009,9,5,16.8,2.9,0,No,No,-8,9,level_1,-0.8805588493383012,0.36142508861038036
2009-07-02,27,7,3,2009,5,2,17,0.4,0,No,No,-8,7,level_1,-0.9060050995530231,-0.1483718514783821
2009-07-03,27,7,3,2009,6,3,14.2,25.4,0,No,No,-6,11,level_1,-1.3638201367162208,0.24656362209921995
2009-07-04,27,7,3,2009,5,5,17.7,0.3,24,No,No,-5,13,level_1,-1.5924583073464467,-0.682565446167416
2009-07-05,27,7,3,2009,5,2,19,0,27,No,No,0,12,level_1,-3.2664024633554734,0.2993422767475406
2009-07-06,27,7,3,2009,10,2,20.1,0,24,No,No,-4,14,level_1,-1.9556302002865513,0.8900138196371382
2009-07-07,27,7,3,2009,5,2,18.6,0,19,No,No,0,20,level_1,-3.445776089967491,-0.42523910388869224
2009-07-08,27,7,3,2009,4,3,17.9,0,21,No,No,-7,18,level_1,-0.9953935684883063,1.050691495822613
2009-07-09,28,7,3,2009,6,2,18.8,0,17,No,No,-1,19,level_1,-2.9125148002983146,-1.0203409685426015
2009-07-10,28,7,3,2009,5,3,19.1,0,15,No,No,1,27,level_1,-3.6100723288346113,1.200912736626192
2009-07-11,28,7,3,2009,3,2,20.8,0,0,No,No,-1,7,level_1,-2.9520932586996116,0.3334952090251229
2009-07-12,28,7,3,2009,2,3,18.9,0.4,0,No,No,1,9,level_1,-3.6155800383724856,-0.24327235143174114
2009-07-13,28,7,3,2009,6,3,18.7,0,0,No,No,7,23,level_1,-5.335089986296866,-0.05736862155978745
2009-07-14,28,7,3,2009,9,2,19.1,0,0,No,No,-13,23,level_2,0.6103544772911027,-0.45446767334392457
2009-07-15,28,7,3,2009,5,2,20.1,0,0,No,No,-8,14,level_1,-0.7201619048419964,-0.07976699285826955
2009-07-16,29,7,3,2009,2,3,20.3,0,0,No,No,-6,8,level_1,-1.4189372513049325,-0.05103157767555935
2009-07-17,29,7,3,2009,6,2,19.6,0,0,No,No,-3,9,level_1,-2.2635062559211545,-0.6233020841254814
2009-07-18,29,7,3,2009,5,2,19,2.6,0,No,No,3,9,level_1,-4.24870641853325,-0.571667564409635
2009-07-19,29,7,3,2009,1,1,20.1,1.2,0,No,No,3,10,level_1,-4.118139671724912,0.32214168412285155
2009-07-20,29,7,3,2009,8,2,22.3,0,0,No,No,-4,36,level_2,-1.7906415235202289,2.933694896858323
2009-07-21,29,7,3,2009,11,2,20.3,45.5,0,No,No,-2,13,level_1,-2.6325147319095437,0.3596648643276844
2009-07-22,29,7,3,2009,10,2,19.3,5.3,0,No,No,-51,86,level_3,12.496654230171659,1.8258440557632456
2009-07-23,30,7,3,2009,9,2,21.7,0,12,No,No,-27,22,level_2,4.894005930811511,-1.5561299632579868
2009-07-24,30,7,3,2009,6,2,20.4,0.6,0,No,No,-19,12,level_2,2.4196908360217977,-0.3499338993620856
2009-07-25,30,7,3,2009,7,3,18.3,0.7,0,No,No,-17,12,level_2,1.7816174808220755,-0.7459636670830853
2009-07-26,30,7,3,2009,3,3,17.3,1.6,0,No,No,-13,9,level_1,0.8029546091540449,-0.592804108074581
2009-07-27,30,7,3,2009,14,4,17.3,0,0,No,No,-11,11,level_1,0.044962390355834866,0.5816563544970251
2009-07-28,30,7,3,2009,13,2,18.9,0,0,No,No,-11,10,level_1,0.039084363070800134,0.14338227789242952
2009-07-29,30,7,3,2009,9,3,19.8,0,0,No,No,-10,11,level_1,-0.20339326008069136,-0.39182174550852344
2009-07-30,31,7,3,2009,4,3,18.9,1.2,12,No,No,2,22,level_1,-3.9617462964973087,-2.1699311409264506
2009-07-31,31,7,3,2009,10,2,18.7,10.9,0,No,No,-6,18,level_1,-1.3289572302022408,1.0003038626441831
2009-08-01,31,8,3,2009,6,3,17.4,0,0,No,No,-2,12,level_1,-2.536929819326342,-0.5648112006099276
2009-08-02,31,8,3,2009,6,2,20.2,0,0,No,No,-2,14,level_1,-2.5790525916808282,-0.4000671611682192
2009-08-03,31,8,3,2009,9,3,19.9,0,0,No,No,-10,18,level_1,-0.19870105575871444,0.0631326721852657
2009-08-04,31,8,3,2009,7,4,20,0,0,No,No,-7,9,level_1,-1.1035320523784564,0.45047167314680087
2009-08-05,31,8,3,2009,11,3,18.9,0,0,No,No,-4,35,level_1,-2.118211668403406,-2.641603267589376
2009-08-06,32,8,3,2009,5,3,18.1,0,0,No,No,-9,63,level_2,-0.3709681230895879,2.026586558880354
2009-08-07,32,8,3,2009,12,2,17.4,2.4,0,No,No,-11,17,level_1,-0.036766021239975986,-0.010974895666181065
2009-08-08,32,8,3,2009,5,4,15.8,18.8,0,No,No,-7,16,level_1,-1.0030071784285697,-0.5276463006643922
2009-08-09,32,8,3,2009,6,7,17.9,0,0,No,No,-12,26,level_2,0.3394893392538772,1.170631795805091
2009-08-10,32,8,3,2009,9,5,17.3,0,0,No,No,-6,19,level_1,-1.306997192673834,-1.4824673801388433
2009-08-11,32,8,3,2009,7,2,19.5,0,0,No,No,-2,10,level_1,-2.7712030557792433,0.5510533519960253
2009-08-12,32,8,3,2009,6,2,20.6,0,0,No,No,-5,12,level_1,-1.7020826383816126,0.20739258659377383
2009-08-13,33,8,3,2009,7,5,13.2,16.4,0,No,No,-7,11,level_1,-1.2412926633694252,-0.7476752056885845
2009-08-14,33,8,3,2009,1,4,14.6,0,0,No,No,-8,11,level_1,-0.9439101356172481,-0.5589884448910054
2009-08-15,33,8,3,2009,3,5,14.9,0,0,No,No,-4,8,level_1,-2.053834517272656,-0.340782508583348
2009-08-16,33,8,3,2009,8,4,14,1.3,0,No,No,-2,8,level_1,-2.6011942869017237,0.22987178035634423
2009-08-17,33,8,3,2009,8,3,12.8,0.6,0,No,No,7,14,level_1,-5.331812860640199,-0.7887589967146065
