Date,Month,Year,EMS,Wind,Temp_mean,H2O,Sunspots,Sud_Imp,Sud_Storm,Dst_mean,Dst_var,Dst_group,PC1,PC2
2010-03-13,3,2010,9,2,-11.9,1.6,31,No,No,-12,13,level_1,-0.5776980434314163,0.9027067362338045
2010-03-14,3,2010,6,3,-7.7,0,33,No,No,-11,13,level_1,-0.32199519596359005,0.7954330189414063
2010-03-15,3,2010,9,4,-11.3,0,27,No,No,-5,11,level_1,1.659442437044471,0.6548726290228171
2010-03-16,3,2010,9,2,-12.2,0,23,No,No,-3,15,level_1,2.0570000288956707,-0.12704331274063543
2010-03-17,3,2010,7,3,-11,0,28,No,No,-3,18,level_1,2.050417427031976,-0.06298902762732941
2010-03-18,3,2010,14,4,-8.3,0,30,No,No,-5,32,level_2,1.8126150644426686,2.3731487314089525
2010-03-19,3,2010,2,2,-3.6,0,22,No,No,-3,12,level_1,2.2866608327397766,0.22362302265086892
2010-03-20,3,2010,5,5,-3.1,0,14,No,No,-8,10,level_1,0.5305005172876919,-0.382783953328807
2010-03-21,3,2010,6,3,-3.9,0.3,22,No,No,-6,6,level_1,1.4173652663962404,0.5031367154202573
2010-03-22,3,2010,10,6,-7.9,0,17,No,No,1,9,level_1,3.3873339555736472,0.6532169154929444
2010-03-23,3,2010,4,1,-9.6,0.2,14,No,No,2,7,level_1,3.695149719478805,-0.4674986248139853
2010-03-24,3,2010,13,3,-8.4,0,17,No,No,1,15,level_1,3.5432003975255455,-0.8213537160315555
2010-03-25,3,2010,5,2,-5.2,0,23,No,No,4,27,level_1,4.511776644963863,0.6031925889062913
2010-03-26,3,2010,6,3,1.9,0.4,22,No,No,-3,13,level_1,2.1811640781740085,0.37554028638651277
2010-03-27,3,2010,10,4,-0.2,0,34,No,No,2,17,level_1,3.954476551770046,0.9367616297459874
2010-03-28,3,2010,7,5,-1.6,0,31,No,No,-10,29,level_2,-0.056293421897675715,-0.20096538746120676
2010-03-29,3,2010,8,6,-1,0.1,33,No,No,-3,18,level_1,2.4952738308718416,0.29467221949980377
2010-03-30,3,2010,10,2,-3.2,0.3,33,No,No,-7,13,level_1,0.8823426986129684,-0.2059980489014429
2010-03-31,3,2010,7,6,-5.4,0,27,No,No,-8,20,level_1,0.463233183225391,1.0633408120240129
2010-04-01,4,2010,3,4,-4.9,0.3,22,No,No,-16,21,level_2,-1.9300098438898727,-1.5571389368979405
2010-04-02,4,2010,14,2,-4.3,0,22,No,No,-20,25,level_2,-3.1557180070142348,0.7685113546258924
2010-04-03,4,2010,3,4,-2.9,1.1,24,No,No,-13,17,level_2,-1.063663331018229,-0.29880533690805205
2010-04-04,4,2010,8,3,-2.2,0,33,No,No,-18,14,level_2,-2.6199073769428787,-0.6003188468718449
2010-04-05,4,2010,7,4,-0.8,0,34,No,Yes,-33,54,level_3,-7.405635367486348,-3.927512598918776
2010-04-06,4,2010,10,3,3.8,0,25,No,No,-69,27,level_3,-19.190618383109243,-0.8977673983953444
2010-04-07,4,2010,10,3,-2.9,0.4,21,No,No,-47,30,level_3,-11.897927661089431,0.04679686804439509
2010-04-08,4,2010,11,7,-7.4,0,29,No,No,-33,15,level_2,-7.473199802707117,0.17296544856255291
2010-04-09,4,2010,9,5,-7.1,0,9,No,No,-32,13,level_2,-7.201677974886413,0.7372535313488171
2010-04-10,4,2010,10,6,-7.1,0.5,10,No,No,-21,8,level_2,-3.4444840136930397,-0.010055006097424213
2010-04-11,4,2010,5,5,-5.9,0.3,10,No,Yes,-22,44,level_3,-3.759377278014284,-3.0706113978493184
2010-04-12,4,2010,8,4,-5,0.4,10,Yes,No,-35,61,level_3,-7.797418949676794,3.8755296876855816
2010-04-13,4,2010,12,3,-3.3,0,9,No,No,-24,8,level_2,-4.6497165275197805,0.3276519717871388
2010-04-14,4,2010,9,3,-3.2,0,0,No,No,-13,42,level_2,-0.8467682038821652,1.923601533885981
2010-04-15,4,2010,3,3,-3.3,0,0,No,No,-25,22,level_2,-4.855237577882942,1.3825843124837545
2010-04-16,4,2010,4,3,-1.1,0,0,No,No,-14,12,level_1,-1.3894388902444486,0.8697658982737237
2010-04-17,4,2010,8,4,-0.4,1.2,0,No,No,-14,10,level_1,-1.3670400016500486,-0.2977817305767192
2010-04-18,4,2010,10,2,3.6,0,0,No,No,-9,20,level_1,0.18242330328366552,1.9920502551505466
2010-04-19,4,2010,11,3,1.7,0.3,0,No,No,-7,11,level_1,0.9986744028749958,-0.315435706893054
2010-04-20,4,2010,13,2,2.1,0,0,No,No,-10,20,level_2,0.12486439898378292,-1.121563929505095
2010-04-21,4,2010,6,2,3.4,0,9,No,No,-9,13,level_1,0.304556980160467,1.0382759193249291
2010-04-22,4,2010,11,3,5,0,9,No,No,-6,17,level_1,1.2950415036339806,0.6495215882513931
2010-04-23,4,2010,8,4,2.4,3.1,0,No,No,-18,27,level_2,-2.698699284535636,0.8149003334852709
2010-04-24,4,2010,0,6,2.3,1.1,0,No,No,-21,21,level_2,-3.4742804665156437,0.7811518777160242
2010-04-25,4,2010,2,6,-0.2,0,16,No,No,-8,10,level_1,0.610235943589966,0.5957731342899429
2010-04-26,4,2010,4,6,-2.6,1.2,0,No,No,-3,12,level_1,2.355187823210986,0.7000876882973524
2010-04-27,4,2010,9,4,3.4,0,0,No,No,-4,16,level_1,1.7474263219669093,-0.1053880989117762
2010-04-28,4,2010,9,4,6.7,0,10,No,No,-2,15,level_1,2.43836839449459,-0.8321677672170398
2010-04-29,4,2010,9,4,7.3,0,0,No,No,-8,12,level_1,0.7747496818300104,-0.09747264122135614
2010-04-30,4,2010,9,2,12.5,0,9,No,No,-8,8,level_1,0.5064088644471924,-0.07514297452476171
2010-05-01,5,2010,5,6,8.3,4.8,13,No,No,-5,11,level_1,1.513504178240298,0.9159221365877696
2010-05-02,5,2010,5,5,6,1.1,21,No,No,-23,100,level_3,-4.310404660641115,-10.190600017679813
2010-05-03,5,2010,9,3,5.7,0,40,No,No,-44,23,level_3,-11.118012821023733,1.388578382979314
2010-05-04,5,2010,6,4,5.1,0,51,No,No,-32,11,level_2,-7.299061656511753,0.5039843361170212
2010-05-05,5,2010,6,5,4.7,2.6,47,No,No,-23,9,level_2,-4.127016458114189,0.4966080782975472
2010-05-06,5,2010,13,1,4.7,0,19,No,No,-21,14,level_2,-3.755031122718874,0.018041257935355937
2010-05-07,5,2010,11,2,4.9,0.8,16,No,No,-20,11,level_2,-3.4490879912245305,0.05242748510462855
2010-05-08,5,2010,7,5,8.1,0,16,No,No,-23,21,level_2,-4.109415166564702,1.4162556970473033
2010-05-09,5,2010,4,5,8.9,0,0,No,No,-14,5,level_1,-1.4504873414423785,0.21519102769674914
2010-05-10,5,2010,10,3,10.1,0,0,No,No,-7,14,level_1,1.0664154395615455,1.21143968135505
2010-05-11,5,2010,13,3,6.5,1.8,0,No,No,-4,16,level_1,1.9105178804197722,-0.31513324743470295
2010-05-12,5,2010,9,4,6.1,3.3,0,No,No,-7,16,level_1,0.7970887575799375,-1.6134525843160616
2010-05-13,5,2010,10,3,6.6,4.9,0,No,No,-7,14,level_1,0.9666358808298607,0.7490595508073585
2010-05-14,5,2010,14,2,6.6,0,0,No,No,-2,7,level_1,2.417303138227089,0.09134790580059923
2010-05-15,5,2010,4,4,9.8,0.4,0,No,No,-9,12,level_1,0.32148421241811603,0.07690848189623639
2010-05-16,5,2010,7,2,11,0,0,No,No,0,14,level_1,3.180967085828205,0.6953637075017547
2010-05-17,5,2010,4,2,13.4,0,0,No,No,-8,12,level_1,0.6809361114753576,0.4383813593791467
2010-05-18,5,2010,9,3,11.2,0,0,No,No,-19,28,level_2,-3.1684750739048018,-0.754886700399887
2010-05-19,5,2010,4,4,9.8,0,0,No,No,5,32,level_1,4.772682506396843,-0.15303271724830395
2010-05-20,5,2010,9,2,3.9,9,0,No,No,-9,16,level_1,0.293047309333136,-0.25885846623890674
2010-05-21,5,2010,9,4,4.2,0,14,No,No,-11,18,level_1,-0.3609119008255175,0.9527389651745117
2010-05-22,5,2010,3,4,3,7.9,21,No,No,-3,12,level_1,2.0985753612695017,0.4867024971044985
2010-05-23,5,2010,9,5,6.9,2.5,22,No,No,-2,7,level_1,2.3900424784841183,0.26986119487022653
2010-05-24,5,2010,8,3,9.7,0,19,No,No,-1,13,level_1,2.8381017562374584,0.5003651192223737
2010-05-25,5,2010,6,3,13.2,0,24,No,No,0,10,level_1,3.2269083758663464,0.6236553418044731
2010-05-26,5,2010,11,3,14.9,0,16,No,No,-1,21,level_1,2.9433569670015483,-1.3288144577394285
2010-05-27,5,2010,6,3,16.4,0,13,No,No,-5,10,level_1,1.6866194263460874,0.4668441178649796
2010-05-28,5,2010,8,3,18.8,0,13,No,Yes,6,30,level_1,5.343064667054749,0.4948573033720464
2010-05-29,5,2010,4,2,18.9,0,19,No,No,-51,68,level_3,-13.625294632879562,-2.812823689258413
2010-05-30,5,2010,4,2,19.7,0,29,No,No,-39,36,level_3,-9.1598702386141,-1.3869606679310431
2010-05-31,5,2010,11,3,19.5,0,18,No,No,-36,23,level_2,-8.296864170757939,-0.20991612309283536
2010-06-01,6,2010,11,4,20.2,0,15,No,No,-28,23,level_2,-5.863561506652789,0.517383509385958
2010-06-02,6,2010,13,4,15.4,0.3,18,No,No,-23,18,level_2,-4.245481179280444,1.3068577334281983
2010-06-03,6,2010,3,6,9.2,11.5,21,No,No,-17,19,level_2,-2.125168744142501,0.5738806965157065
2010-06-04,6,2010,12,2,11.7,0,28,No,No,-31,32,level_3,-6.602104090078445,2.1821474916526373
2010-06-05,6,2010,6,1,17,0,26,No,No,-18,25,level_2,-2.4459284060338202,1.764663605353763
2010-06-06,6,2010,0,6,9.9,4.6,12,No,No,-16,23,level_2,-1.9631936660148297,1.4938829897135772
2010-06-07,6,2010,4,3,10.4,0,18,No,No,-16,13,level_2,-2.028088069940368,0.8255816735409435
2010-06-08,6,2010,5,3,12.4,0,14,No,No,-7,15,level_1,0.9532195293837078,0.7940561064554055
2010-06-09,6,2010,2,3,14.5,0,29,No,No,1,16,level_1,3.422718023987005,1.3476690794807846
2010-06-10,6,2010,10,4,16.9,0,39,No,No,-4,16,level_1,1.9498895833348906,-0.9352858521503371
2010-06-11,6,2010,7,5,17.1,0,46,No,No,-9,10,level_1,0.214060431042866,0.12619129236938426
2010-06-12,6,2010,9,4,17.8,0,46,No,No,-6,12,level_1,1.2045279109921552,1.0385543456629371
2010-06-13,6,2010,8,2,19.5,0,25,No,No,1,23,level_1,3.68178014530592,-1.4188915195994547
2010-06-14,6,2010,9,7,10.8,7.6,14,No,No,-7,18,level_1,1.1153150261637839,1.2223880878144768
2010-06-15,6,2010,6,3,13.2,0,0,No,No,5,27,level_1,4.9565641325061405,0.313744754464802
2010-06-16,6,2010,3,2,16.2,0,0,No,No,-20,23,level_2,-3.109048403871283,0.3203796187154132
2010-06-17,6,2010,6,4,17,0,12,No,No,-18,20,level_2,-2.375507429858382,0.9639136076139416
2010-06-18,6,2010,8,4,16.4,1.2,12,No,No,-8,11,level_1,0.47176882997799047,0.16200905056582152
2010-06-19,6,2010,5,4,17.2,0,26,No,No,-5,10,level_1,1.6789920445696642,-0.14144468486401882
2010-06-20,6,2010,9,2,20.5,0,18,No,No,-2,12,level_1,2.4295887104855964,0.16457979714255216
2010-06-21,6,2010,12,3,21.8,0,14,No,No,-1,18,level_1,2.726933304426052,0.15220718006859968
2010-06-22,6,2010,15,4,23.4,0,15,No,No,1,20,level_1,3.5913144261976155,-1.7317642288597423
2010-06-23,6,2010,8,4,22,5.6,14,No,No,-6,11,level_1,1.2300294323803842,0.24934658663743187
2010-06-24,6,2010,6,7,11.2,10,12,No,No,5,22,level_1,4.868473395414194,0.5302380138686951
2010-06-25,6,2010,9,3,13.1,0,17,No,No,2,20,level_1,3.6994504416842044,1.1123901797435474
2010-06-26,6,2010,3,2,14.6,0.3,18,No,No,-14,37,level_2,-1.3113521516165194,-1.3973771009179452
2010-06-27,6,2010,5,5,13.9,6.8,11,No,No,-14,12,level_1,-1.2000277497146716,-0.33994520629118924
2010-06-28,6,2010,7,2,13.3,6,11,No,No,-11,15,level_1,-0.2220752758354481,1.280145950978996
2010-06-29,6,2010,9,2,15.2,0.3,22,No,No,-14,17,level_2,-1.238468317227467,-0.7632702300419737
2010-06-30,6,2010,8,3,18.6,0.7,11,No,No,-19,17,level_2,-2.954803415448608,0.7715216320685794
2010-07-01,7,2010,2,2,18.7,4.3,13,No,No,-15,10,level_1,-1.5075554112075817,0.5766658381865387
2010-07-02,7,2010,5,2,17.3,2.4,13,No,No,-17,16,level_2,-2.101709490179861,0.48984790028556324
2010-07-03,7,2010,9,3,19.8,0,13,No,No,-10,14,level_1,0.0868927037022238,0.7385301916886864
2010-07-04,7,2010,4,2,16.7,9.2,14,No,No,-12,18,level_2,-0.6241362396678195,1.1863462718035627
2010-07-05,7,2010,8,4,17.2,0,27,No,No,-7,12,level_1,0.9728861954605768,0.8361068420818858
2010-07-06,7,2010,12,1,20.2,0,25,No,No,-10,10,level_1,-0.21748632465548712,0.7188717049313783
2010-07-07,7,2010,17,2,19.9,0,13,No,No,-5,11,level_1,1.4483081097453867,-0.47395796712219873
2010-07-08,7,2010,4,3,18.6,0.4,13,No,No,-2,19,level_1,2.5421980981709233,1.0693528801525443
2010-07-09,7,2010,3,2,18,0.9,17,No,No,-9,19,level_1,0.07013065909094018,0.22547650111765286
2010-07-10,7,2010,6,2,20.7,0,22,No,No,-8,14,level_1,0.534652231257261,0.5760996892096317
2010-07-11,7,2010,12,4,22.4,0,36,No,No,4,13,level_1,4.433450512774898,0.7185469289229481
2010-07-12,7,2010,5,5,22.4,0,34,No,No,-2,12,level_1,2.487342007171741,-0.19527245231066603
2010-07-13,7,2010,10,2,20,3.3,30,No,No,0,23,level_1,3.32771165832174,1.9196278184140445
2010-07-14,7,2010,7,2,20.3,0,17,No,No,8,33,level_1,5.830387625386922,0.8817678828200243
2010-07-15,7,2010,5,6,19.4,0.7,25,No,No,-18,15,level_2,-2.4770317332674447,1.1249889647026328
2010-07-16,7,2010,8,4,18.4,0.8,16,No,No,-13,11,level_1,-0.9373739598536032,-0.09948900509621242
2010-07-17,7,2010,7,2,19.5,0,14,No,No,-5,9,level_1,1.4552138892946125,0.6673919656212701
2010-07-18,7,2010,3,2,20.9,0,14,No,No,-4,9,level_1,1.8770039341999443,0.08740150384702386
2010-07-19,7,2010,7,3,20.9,0,14,No,No,3,15,level_1,3.975930266783502,1.1353476681691295
2010-07-20,7,2010,2,3,22.3,0,30,No,No,3,16,level_1,4.0710609509350135,-0.22488795507202983
2010-07-21,7,2010,9,2,20.6,0.8,31,No,No,-3,18,level_1,2.21674898504145,-1.0662697199193096
2010-07-22,7,2010,6,3,20.5,9.8,36,No,No,-10,17,level_1,-0.2578683452202373,-0.5178196082963269
2010-07-23,7,2010,7,2,22.1,0,44,No,No,1,39,level_1,3.4873481381448355,2.635056420545024
2010-07-24,7,2010,3,3,18.3,3,47,No,No,9,23,level_1,6.149067671679657,-0.47441230480085933
2010-07-25,7,2010,3,4,17.6,0,39,No,No,-2,18,level_1,2.6103792717462575,-0.2670547488639712
2010-07-26,7,2010,13,2,19.5,0,33,No,No,-3,24,level_1,2.3114940806761153,1.3754575514014562
2010-07-27,7,2010,3,4,21.5,0,19,No,No,-12,27,level_2,-0.7044662711646585,-1.0017677431484429
2010-07-28,7,2010,7,3,20.9,1.9,34,No,No,-16,26,level_2,-1.799281615124773,1.5237409699475164
2010-07-29,7,2010,4,4,15.9,5.1,38,No,No,-10,14,level_1,-0.1507210882287337,0.7417696537864303
2010-07-30,7,2010,5,7,13.6,0,31,No,No,-8,12,level_1,0.6785520442178359,-0.09309239447071413
2010-07-31,7,2010,9,4,16.1,0,30,No,No,-10,13,level_1,-0.06950941512298059,-0.5514197935727316
2010-08-01,8,2010,5,2,17.7,0,24,No,No,-7,24,level_1,0.8155502033900615,0.6934971615076229
2010-08-02,8,2010,5,3,16.5,1,24,No,No,-9,22,level_1,0.1433868480689036,-0.9483766947890997
2010-08-03,8,2010,7,5,10.4,27,14,No,Yes,-11,88,level_3,-0.05203518477352542,-1.7149536641489487
2010-08-04,8,2010,8,5,14.7,0,32,No,Yes,-57,44,level_3,-14.861079924997998,-0.8256615049375235
2010-08-05,8,2010,6,3,15.7,0,51,No,No,-48,42,level_3,-12.22626632290578,3.3687799261754354
2010-08-06,8,2010,8,2,18.2,0.1,51,No,No,-30,21,level_2,-6.559250940967276,0.39178990143523246
2010-08-07,8,2010,7,2,12.5,30.3,48,No,No,-19,14,level_2,-2.837004487720983,0.12895702182547655
2010-08-08,8,2010,11,6,13.7,0,38,No,No,-15,15,level_1,-1.7711776760012936,-0.43467607222415927
2010-08-09,8,2010,8,2,14.5,0,55,No,No,-18,31,level_2,-2.7566349356624995,-0.3449434595869648
2010-08-10,8,2010,8,3,15.2,0,58,No,No,-16,17,level_2,-2.089582430417971,0.7966737783112795
2010-08-11,8,2010,8,2,14.7,0.1,67,No,No,-16,19,level_2,-2.05843490344176,0.20167988449176122
2010-08-12,8,2010,5,4,11,4.3,50,No,No,-14,21,level_2,-1.3658397128878887,1.1284323269782561
2010-08-13,8,2010,3,8,11,29,41,No,No,-10,14,level_1,-0.1678027596646713,0.007917474586098663
2010-08-14,8,2010,5,7,15.3,0,33,No,No,-9,10,level_1,0.42155658913862903,0.6438718803665019
2010-08-15,8,2010,5,2,15.6,0,38,No,No,-4,17,level_1,2.0677299347477525,1.247085469102776
2010-08-16,8,2010,12,2,15.4,3.2,51,No,No,-16,13,level_2,-1.9914807061689832,0.16142196429874367
2010-08-17,8,2010,12,4,12.5,12,26,No,No,-9,7,level_1,0.4173087631785378,0.17718345594037543
2010-08-18,8,2010,4,8,10,11.8,23,No,No,-8,14,level_1,0.4401457111682835,0.4987262260806278
2010-08-19,8,2010,8,5,10.6,0,15,No,No,-11,14,level_1,-0.39499255997512916,-0.41817781543812027
2010-08-20,8,2010,7,2,11.9,0,12,No,No,-3,13,level_1,2.1417085092589763,-0.3846590547731093
2010-08-21,8,2010,6,3,15.6,0,0,No,No,-3,10,level_1,2.1705196424376214,0.6020118791485414
2010-08-22,8,2010,11,3,16.6,0,0,No,No,0,11,level_1,3.124170383131782,-0.07685764044898849
2010-08-23,8,2010,7,3,17.9,0,0,No,No,16,38,level_1,8.15248062772969,2.2285269395336593
2010-08-24,8,2010,8,3,17.9,0,12,No,No,-21,38,level_2,-3.725458772699758,0.8007455909020951
2010-08-25,8,2010,5,4,17.2,0,23,No,No,-22,30,level_2,-3.8869377944945387,-0.2297441026720856
2010-08-26,8,2010,4,3,16.8,0,23,No,No,-14,18,level_2,-1.2151129475291538,0.9393031626937793
2010-08-27,8,2010,6,2,15.8,5.1,12,No,No,-15,22,level_2,-1.5375109984944164,5.609359772272005e-4
2010-08-28,8,2010,4,4,14.4,1.4,12,No,No,-14,13,level_1,-1.3819240278727032,0.7169633910261647
2010-08-29,8,2010,5,3,13.2,0,27,No,No,-11,10,level_1,-0.31436919918494494,0.675299342659533
2010-08-30,8,2010,7,2,14.1,0,29,No,No,-7,8,level_1,0.919742868684926,0.4226263527586689
2010-08-31,8,2010,5,2,16.6,0,30,No,No,-5,6,level_1,1.6889534380041362,-0.137877834935579
2010-09-01,9,2010,7,2,18.5,3,30,No,No,1,15,level_1,3.4987012956892185,-0.43255847503133515
2010-09-02,9,2010,9,2,17.9,0,58,No,No,-9,13,level_1,0.20233364959504954,-0.8167384170936448
2010-09-03,9,2010,11,3,18.2,0,49,No,No,-12,8,level_1,-0.514036863106858,0.030243563187697504
2010-09-04,9,2010,11,7,7.4,6.3,58,No,No,-6,7,level_1,1.4214560388023254,0.5132151394112794
2010-09-05,9,2010,8,5,8.4,0,43,No,No,-3,12,level_1,2.260523480743548,0.4244865201435355
2010-09-06,9,2010,9,3,9.9,0,29,No,No,-10,9,level_1,-0.17700570184690106,0.18766889611345686
2010-09-07,9,2010,3,4,14.5,0,14,No,No,-10,17,level_1,-0.13546311112314313,0.8910261359078173
2010-09-08,9,2010,11,3,16.4,0,0,No,No,-20,34,level_2,-3.2303820517716737,-2.9298955519861343
2010-09-09,9,2010,11,3,18,0,0,No,No,-12,11,level_1,-0.6175796338361479,0.8551636412744845
2010-09-10,9,2010,4,5,16.9,0,16,No,No,-8,12,level_1,0.5380859050726938,0.8800016231041888
2010-09-11,9,2010,11,5,11.2,0,12,No,No,-6,8,level_1,1.3695893085132151,-0.19241226125267002
2010-09-12,9,2010,4,2,13.5,0,13,No,No,-4,8,level_1,2.0250269040643167,0.3505543977159601
2010-09-13,9,2010,6,5,7,0,26,No,No,0,8,level_1,3.1519365573452047,0.3087289183987391
2010-09-14,9,2010,5,5,7.2,0,27,No,No,-8,30,level_2,0.5516421521539476,-0.8521688010793369
2010-09-15,9,2010,3,2,9,0,27,No,No,-13,21,level_2,-0.7663488647139621,2.1932495843979187
2010-09-16,9,2010,6,3,10.1,0.4,43,No,No,-5,38,level_2,1.7204955858169226,0.1887448615576476
2010-09-17,9,2010,10,4,8.4,0,53,No,No,-14,17,level_2,-1.2561401709035138,0.227949153266553
2010-09-18,9,2010,0,3,10.2,0.4,51,No,No,-11,7,level_1,-0.3944120010224296,0.09117161470174369
2010-09-19,9,2010,4,5,5.8,0.4,49,No,No,-3,11,level_1,2.074508028818446,0.2945111103501826
2010-09-20,9,2010,8,4,4.2,0.1,39,No,No,-1,25,level_1,2.699682310506011,1.9292667313607315
2010-09-21,9,2010,8,3,5.8,2.6,38,No,No,-7,24,level_1,0.718816267073393,-0.38623904057538605
2010-09-22,9,2010,6,3,10.4,3.6,36,No,No,-2,14,level_1,2.4746367097262567,-0.36055059429889147
2010-09-23,9,2010,4,3,10.5,0,39,No,No,7,19,level_1,5.38848316600893,-0.20727571385210944
2010-09-24,9,2010,6,2,7.4,9.9,39,No,No,-13,37,level_2,-0.9539608751547102,-1.5055160072821445
2010-09-25,9,2010,9,3,3.7,1.5,39,No,No,-11,20,level_1,-0.28578077912805133,1.2352062408162714
2010-09-26,9,2010,11,4,1.7,0.6,49,No,No,-12,20,level_1,-0.5994797497269284,-0.2720767099649881
2010-09-27,9,2010,7,3,3,0,56,No,No,-10,20,level_1,0.08629157810283611,-0.4738131783390953
2010-09-28,9,2010,7,4,5.4,0,55,No,No,-14,19,level_2,-1.4299169874502615,0.5321870755444302
2010-09-29,9,2010,6,3,6,0,55,No,No,-15,17,level_2,-1.6063187702820205,1.04253484428196
2010-09-30,9,2010,10,3,6.4,0,48,No,No,-7,13,level_1,1.0291145012223846,1.1003092557071117
2010-10-01,10,2010,10,3,8.3,0,36,No,No,-4,9,level_1,1.8987625322418957,0.2404161148482903
2010-10-02,10,2010,9,2,13.8,0,27,No,No,-4,11,level_1,1.836055112933586,0.7186707318096592
2010-10-03,10,2010,11,2,12,0,29,No,No,-2,12,level_1,2.469271731844609,0.8590804730603949
2010-10-04,10,2010,5,3,12,0,21,No,No,2,14,level_1,3.974978584525563,1.244656641527347
2010-10-05,10,2010,10,4,6.1,0.8,13,No,No,-7,29,level_1,0.6730526310319963,-1.302104349999451
2010-10-06,10,2010,6,4,1.6,0,0,No,No,-14,20,level_2,-1.526177619778789,-1.996542179098385
2010-10-07,10,2010,7,1,3.4,0,0,No,No,-13,19,level_2,-1.0839055151983155,0.3669632721166469
2010-10-08,10,2010,10,2,3.4,0,0,No,No,-9,15,level_1,0.3147021993465611,1.1929910646664867
2010-10-09,10,2010,8,2,3.2,0,13,No,No,-9,9,level_1,0.24281809302495957,0.17294204630680396
2010-10-10,10,2010,10,2,4.9,0,13,No,No,-2,14,level_1,2.6928773377692807,-0.12597594121389097
2010-10-11,10,2010,7,2,6.2,0,13,No,No,-30,87,level_3,-6.585483116731758,-9.232986327644523
2010-10-12,10,2010,7,3,5.6,0.7,13,No,No,-38,17,level_2,-9.162822500142532,0.8945900961045725
2010-10-13,10,2010,8,2,3.9,2.7,23,No,No,-16,22,level_2,-2.008306148036474,2.332862073222207
2010-10-14,10,2010,5,4,4.7,0,37,No,No,-2,11,level_1,2.6934386567689574,0.8526740048454378
2010-10-15,10,2010,7,1,0.5,0,41,No,No,0,30,level_1,3.0839946581466755,-2.2823986194960355
2010-10-16,10,2010,8,2,0.9,0,49,No,No,-13,19,level_2,-0.8156310433255549,-0.6550108847152188
2010-10-17,10,2010,4,3,0.2,0,57,No,No,-25,21,level_2,-5.001660042822081,0.19135400176847223
2010-10-18,10,2010,4,2,1.7,0,60,No,No,-13,17,level_2,-0.9265825128874711,0.48914420692217336
2010-10-19,10,2010,5,3,4.3,0,63,No,No,-10,20,level_2,0.06612976628512515,-0.0021984794670142638
2010-10-20,10,2010,6,5,4.2,0,51,No,No,-11,20,level_2,-0.3532624431873,1.0801664264846331
2010-10-21,10,2010,9,3,1.2,0,36,No,No,-8,11,level_1,0.7615779399885921,-0.15521692838594284
2010-10-22,10,2010,10,3,0.1,1.5,36,No,No,-4,21,level_1,2.0095005258551124,-1.0740206240635157
2010-10-23,10,2010,2,3,-2.2,0,44,No,No,-17,42,level_2,-2.3687023257254585,-3.0238087370597624
2010-10-24,10,2010,3,4,-5.4,0.5,60,No,No,-26,14,level_2,-5.082645588304392,0.46459315418829816
2010-10-25,10,2010,11,3,-4.6,0,67,No,No,-19,21,level_2,-2.826473910405543,-1.3534365400955237
2010-10-26,10,2010,6,3,1.2,0,63,No,No,-18,21,level_2,-2.4785933129673356,-1.4444123354602598
2010-10-27,10,2010,13,2,3.4,0,41,No,No,-16,14,level_2,-2.0254399036198842,-0.002734987162668498
2010-10-28,10,2010,11,3,1.9,0,31,No,No,-14,8,level_1,-1.3371389004496954,-0.0641653537719796
2010-10-29,10,2010,9,2,4.1,0,39,No,No,-13,11,level_1,-0.8506912474442806,-0.23848338439535038
2010-10-30,10,2010,5,2,1.3,0,33,No,No,-3,22,level_1,2.187094188554372,1.6299512210307345
2010-10-31,10,2010,7,4,0,0,34,No,No,-1,26,level_1,2.834564156563138,-1.2769040013234505
2010-11-01,11,2010,7,3,0.9,0,21,No,No,2,18,level_1,3.9585594791350847,-1.38778473916888
2010-11-02,11,2010,9,3,2.3,0,18,No,No,-4,13,level_1,2.014458736031505,-1.0109230118105417
2010-11-03,11,2010,7,2,2.1,0,18,No,No,-14,10,level_1,-1.2323035677489789,-0.7162281376461652
2010-11-04,11,2010,6,2,3.4,0,14,No,No,-9,19,level_1,0.34459439387584834,1.4449673064196484
2010-11-05,11,2010,8,1,2.3,0,27,No,No,-2,18,level_1,2.566216674885164,-1.4353107652808177
2010-11-06,11,2010,5,2,-0.8,0.6,35,No,No,0,13,level_1,3.1379377698591893,0.5731329597478156
2010-11-07,11,2010,4,2,0.8,0,37,No,No,2,12,level_1,3.7015156268881824,0.5011086510819966
2010-11-08,11,2010,14,3,1.6,0,37,No,No,5,33,level_1,4.754858444569397,-2.912966842584052
2010-11-09,11,2010,9,3,1.5,0.5,30,No,No,-8,9,level_1,0.4214556795217972,0.11145284268910514
2010-11-10,11,2010,10,4,-0.8,0,48,No,No,-2,21,level_1,2.6038463262204457,-0.12963130690121863
2010-11-11,11,2010,17,4,-3.6,0.4,51,No,No,-15,50,level_2,-1.5765013810652784,-4.055350056034574
2010-11-12,11,2010,14,5,-7.5,1.5,48,No,No,-29,22,level_2,-6.0284779794632835,1.6096837264512343
2010-11-13,11,2010,5,6,-10.4,0,69,No,No,-21,17,level_2,-3.6828704699241532,0.813279464527203
2010-11-14,11,2010,4,2,-4.3,0,61,No,No,-17,19,level_2,-2.348750800370271,-1.5193864820761052
2010-11-15,11,2010,11,4,-0.6,0,61,No,No,-19,13,level_2,-2.9107798548064525,0.38717298793497
2010-11-16,11,2010,6,3,2.9,0,59,No,No,-16,28,level_2,-1.9796428396323797,1.584357057341477
